Configuration Fields,Frequency(50/60),Data Rate,Number of Phasor(integer),Number of Analog(integer),Number of Digital(zero),Data Format (integer: 0-15),Phasor-1 Name(upto 16-char),Phasor-1 Type(v/c),Phasor-1 PHNMR(scaling),Phasor-2 Name(upto 16-char),Phasor-2 Type(v/c),Phasor-2 PHNMR(scaling),Phasor-3 Name(upto 16-char),Phasor-3 Type(v/c),Phasor-3 PHNMR(scaling),Phasor-4 Name(upto 16-char),Phasor-4 Type(v/c),Phasor-4 PHNMR(scaling),Phasor-5 Name(upto 16-char),Phasor-5 Type(v/c),Phasor-5 PHNMR(scaling),Phasor-6 Name(upto 16-char),Phasor-6 Type(v/c),Phasor-6 PHNMR(scaling),Phasor-7 Name(upto 16-char),Phasor-7 Type(v/c),Phasor-7 PHNMR(scaling),Phasor-8 Name(upto 16-char),Phasor-8 Type(v/c),Phasor-8 PHNMR(scaling),Phasor-9 Name(upto 16-char),Phasor-9 Type(v/c),Phasor-9 PHNMR(scaling),Phasor-10 Name(upto 16-char),Phasor-10 Type(v/c),Phasor-10 PHNMR(scaling),Phasor-11 Name(upto 16-char),Phasor-11 Type(v/c),Phasor-11 PHNMR(scaling),Phasor-12 Name(upto 16-char),Phasor-12 Type(v/c),Phasor-12 PHNMR(scaling),
Configuration Field Inputs,50,50,12,0,0,15,V1,v,10000,I2,c,100,I3,c,100,I4,c,100,I5,c,100,I6,c,100,I7,c,100,I8,c,100,I9,c,100,I10,c,100,I11,c,100,I12,c,100,
Measurements Fields,Time Stamp,Phasor-1 Magnitude,Phasor-1 Angle,Phasor-2 Magnitude,Phasor-2 Angle,Phasor-3 Magnitude,Phasor-3 Angle,Phasor-4 Magnitude,Phasor-4 Angle,Phasor-5 Magnitude,Phasor-5 Angle,Phasor-6 Magnitude,Phasor-6 Angle,Phasor-7 Magnitude,Phasor-7 Angle,Phasor-8 Magnitude,Phasor-8 Angle,Phasor-9 Magnitude,Phasor-9 Angle,Phasor-10 Magnitude,Phasor-10 Angle,Phasor-11 Magnitude,Phasor-11 Angle,Phasor-12 Magnitude,Phasor-12 Angle,Frequency,ROCOF,
 ,0.2,1.12853332579,-1.63082589266,1.68117101866,-91.520640122,1.68117101866,-91.520640122,1.68365651215,-91.5222427097,1.36678790296,-155.260404416,0.491877588518,-30.5850391457,0.599109705751,-4.27925554689,0.359683674264,6.03793552946,1.08715033247,-0.788757795683,1.08984451639,-0.819108250782,1.01733800121,-5.59841784513,1.02545645294,-5.86592433745,49.9369790392,0.209228342702,
 ,0.22,1.1278836965,-1.01868048075,1.67931653786,-90.796340266,1.67931653786,-90.796340266,1.68178864498,-90.7966417679,1.36744594273,-154.803788158,0.491784446845,-29.9320844011,0.595407413011,-3.82270722382,0.358973803701,6.63962331351,1.08792252666,-0.346232081059,1.0906166697,-0.376162217018,1.00983903882,-5.26606579568,1.01796799443,-5.5328649827,49.923421391,0.140211024862,
 ,0.24,1.12723360091,-0.4044196779,1.67756884546,-90.0820190876,1.67756884546,-90.0820190876,1.68002907434,-90.0811585902,1.36940167975,-154.344608368,0.491666752135,-29.2950519349,0.592157172314,-3.35545411049,0.358317626305,7.23887229054,1.08943963471,0.105429205204,1.09213371162,0.0759086904572,1.00371869286,-4.9149578044,1.01185551263,-5.18082994269,49.9179939158,0.0768773498715,
 ,0.26,1.12661128836,0.210157383442,1.67598646685,-89.3809556559,1.67598646685,-89.3809556559,1.67843658362,-89.3790898748,1.37273634361,-153.883438169,0.491527925849,-28.6671085472,0.589421434795,-2.87450666973,0.357733737388,7.83695339346,1.09178020913,0.56763664324,1.09447426117,0.538509740624,0.999130251371,-4.53990659712,1.00727195212,-4.80465789063,49.9158830772,0.0380666439091,
 ,0.28,1.12603684566,0.823650836241,1.6746126581,-88.6957270742,1.6746126581,-88.6957270742,1.67705462782,-88.6930268344,1.37748402181,-153.418940608,0.491388070819,-28.0447249977,0.587263783181,-2.3777382425,0.357249385126,8.43347076711,1.09501788719,1.04107677168,1.09771203121,1.0123235682,0.996209982243,-4.13659256734,1.00435332171,-4.4000503003,49.9151780066,0.0171837322084,
 ,0.3,1.12552508386,1.43488472375,1.67347994992,-88.0284462161,1.67347994992,-88.0284462161,1.67591588899,-88.0250936183,1.38365019396,-152.949379738,0.491259101031,-27.4269874377,0.585731664858,-1.86354031357,0.356882331418,9.02776252533,1.09921271053,1.52607022746,1.10190711468,1.49766766008,0.995065858964,-3.70147773219,1.00320736719,-3.96348996107,49.9151168852,0.00644880458639,
 ,0.32,1.12508651738,2.04281678193,1.6726110946,-87.380826725,1.6726110946,-87.380826725,1.67504321993,-87.3770119861,1.39120456407,-152.473207906,0.491147138171,-26.8141353699,0.584857881486,-1.33082542764,0.356643313564,9.61911871423,1.10440936562,2.02260204026,1.1071042317,1.99452469745,0.99577625692,-3.2319945472,1.00391228822,-3.49242910036,49.9153931041,0.000878622061212,
 ,0.34,1.12472770317,2.64649167601,1.67201934942,-86.754213055,1.67201934942,-86.754213055,1.67444992649,-86.7501311292,1.40007786184,-151.989338583,0.491055133653,-26.2068323889,0.584662365419,-0.779081778886,0.356538374718,10.2068098156,1.11063605362,2.53031113698,1.11333160449,2.50253212297,0.998389739901,-2.72671505847,1.00651654087,-2.98545720892,49.9158806476,-0.0022016622128,
 ,0.36,1.12445143174,3.24501758837,1.67170880314,-86.1495994729,1.67170880314,-86.1495994729,1.67414009574,-86.1454466054,1.41016224327,-151.4972699,0.490984161627,-25.6058608222,0.585153214063,-0.208410230523,0.356570046758,10.7900876876,1.11790371114,3.0484908221,1.12060018041,3.020982627,1.00292523225,-2.18544209379,1.01103901723,-2.44239123087,49.9165253135,-0.00411087731959,
 ,0.38,1.12425698173,3.83755263842,1.67167499072,-85.5676484903,1.67167499072,-85.5676484903,1.67410921469,-85.5636188231,1.42131400245,-150.99711759,0.490934020067,-25.0120036054,0.58632738143,0.380469275632,0.356737941861,11.368184348,1.12620562128,3.57610415532,1.12890324433,3.54883947743,1.00937251747,-1.60921657134,1.01746954538,-1.86428249121,49.917301755,-0.00546894230013,
 ,0.4,1.12414049897,4.42329451708,1.67190582726,-85.0087133491,1.67190582726,-85.0087133491,1.67434510969,-85.0049956744,1.43335788114,-150.489586695,0.490903554701,-24.4260048095,0.588171291678,0.986241876343,0.357039107606,11.9403121271,1.13551743678,4.11181108817,1.13821644254,4.08476356666,1.01769305548,-1.00024806368,1.02576970413,-1.25334753456,49.918196645,-0.00656033127716,
 ,0.42,1.12409548947,5.00147046639,1.67238279103,-84.4728662725,1.67238279103,-84.4728662725,1.674829136,-84.4696410123,1.44609255562,-149.975902731,0.490890883743,-23.8485635091,0.590661491481,1.60704781322,0.357468304059,12.5056648037,1.14579761018,4.65400357834,1.14849821407,4.62714840697,1.02782112142,-0.361782532118,1.03587395652,-0.612836676711,49.9192021859,-0.00751598108207,
 ,0.44,1.12411338694,5.57132645205,1.67308224731,-83.9599327734,1.67308224731,-83.9599327734,1.67553750823,-83.957369256,1.45929699122,-149.457719772,0.490893587723,-23.2803423414,0.593765384154,2.24055130818,0.35801826393,13.0634185032,1.15698820278,5.2008451894,1.15969060067,5.17415959421,1.03966527212,0.302074391303,1.04769110911,0.0531415576383,49.9203136997,-0.00839920531629,
 ,0.46,1.12418414663,6.13211519479,1.6739767983,-83.4695315182,1.6739767983,-83.4695315182,1.67644265668,-83.4677856052,1.47273739066,-148.937020438,0.490908882079,-22.7219828192,0.597442055041,2.88402038091,0.358679954454,13.6127311195,1.1690160248,5.75031222827,1.17172038824,5.72377580324,1.05311014213,0.986558297648,1.0611060994,0.739820067493,49.9215288046,-0.00924468029209,
 ,0.48,1.12429682013,6.68308319583,1.67503655866,-83.0011186874,1.67503655866,-83.0011186874,1.67751450832,-83.000330794,1.48617446822,-148.416019708,0.490933773073,-22.1741236377,0.601643181925,3.53441001649,0.359442842574,14.1527393917,1.1817940461,6.30023416707,1.18450051876,6.27382907099,1.0680185588,1.68645159827,1.07598210159,1.44197761989,49.9228471831,-0.0100755043498,
 ,0.5,1.12444007454,7.22345721543,1.67623027989,-82.5540353466,1.67623027989,-82.5540353466,1.67872161575,-82.5543288847,1.49937078197,-147.897080876,0.490965193045,-21.6374198151,0.606314015975,4.18844235162,0.360295159085,14.6825533356,1.19522301028,6.84833185007,1.19793170555,6.82204287532,1.08423394914,2.39627745926,1.09216292379,2.15413189679,49.9242705271,-0.0109102723501,
 ,0.52,1.12460263122,7.7524308934,1.67752627745,-82.1275560311,1.67752627745,-82.1275560311,1.6800320876,-82.1290362866,1.51209786027,-147.382648226,0.491000111436,-21.1125611217,0.611394414173,4.84267940775,0.361224156387,15.2012483577,1.20919318544,7.39225268778,1.21190418502,7.36606721663,1.10158299378,3.11047030324,1.10947565237,2.87070945769,49.9258024899,-0.0117656575214,
 ,0.54,1.12477361201,8.26915232687,1.67889314434,-81.720936591,1.67889314434,-81.720936591,1.68141430446,-81.7236900358,1.52414287436,-146.875197611,0.491035620338,-20.6002885648,0.616819902127,5.49358597248,0.362216355496,15.7078559325,1.22358619066,7.92960259201,1.22629954401,7.90351045941,1.11987846984,3.82351623153,1.12773348579,3.5861859827,49.9274485663,-0.0126569892189,
 ,0.56,1.124942793,8.77271342811,1.68030026344,-81.3334593742,1.68030026344,-81.3334593742,1.68283743264,-81.3375533978,1.53531463796,-146.377203483,0.491068995897,-20.1014079493,0.622522746378,6.13758215053,0.363257779733,16.2013541006,1.23827684769,8.45797474969,1.24099257217,8.43196803225,1.13892221747,4.53006148097,1.14673869265,4.29519486449,49.9292158767,-0.013597972949,
 ,0.58,1.12510077568,9.26214177292,1.68171815216,-80.9644740393,1.68171815216,-80.9644740393,1.6842717698,-80.9699570731,1.54544875607,-145.891119136,0.491097739105,-19.6167998399,0.628433017404,6.77108659394,0.364334174248,16.6806591913,1.25313501945,8.9749754657,1.2558531009,8.94904821713,1.15850816475,5.22499078537,1.16628562909,4.99260593953,49.9311128551,-0.0146001116178,
 ,0.6,1.12523909206,9.73639544528,1.68311868774,-80.6134326506,1.68311868774,-80.6134326506,1.68568897104,-80.620334648,1.5544117948,-145.419366109,0.491119600919,-19.1474255793,0.634479627835,7.39055233229,0.36543121199,17.1446200879,1.26802740924,9.47824727426,1.27074780301,9.45239522579,1.17842535218,5.90347995733,1.18616375655,5.67357858226,49.9331488613,-0.0156721206271,
 ,0.62,1.12535026407,10.194361139,1.68447526719,-80.2799181303,1.68447526719,-80.2799181303,1.68706220989,-80.2882513588,1.56210439447,-144.964328498,0.491132597217,-18.6943293431,0.640591334073,7.99249745447,0.366534687577,17.592016084,1.28281930621,9.96548940397,1.28554193839,9.93970964687,1.19846090698,6.56102815086,1.20616061043,6.33359453677,49.9353337452,-0.0168194879996,
 ,0.64,1.12542783758,10.634855555,1.68576295418,-79.9636655373,1.68576295418,-79.9636655373,1.6883663267,-79.9734256317,1.5684632934,-144.528348346,0.491135018904,-18.2586364655,0.646697692422,8.57353275477,0.367630700716,18.0215590211,1.29737627104,10.4344755748,1.30010103999,10.4087662401,1.21840292764,7.19347535086,1.22606467968,6.96847596263,49.9376773946,-0.0180442351168,
 ,0.66,1.12546640932,11.0566299849,1.68695865596,-79.6645759263,1.68695865596,-79.6645759263,1.68957800782,-79.6757431488,1.57346226255,-144.113718876,0.491125441616,-17.8415483962,0.652729962334,9.13038801462,0.368705830387,18.4319000278,1.31156576239,10.883069074,1.31429254045,10.8574290215,1.23804324621,7.79701001004,1.2456681652,7.57439356761,49.9401892872,-0.0193448617195,
 ,0.68,1.1254616599,11.4583779183,1.68804135911,-79.3827227023,1.68804135911,-79.3827227023,1.69067602451,-79.3952633537,1.57711197145,-143.722673131,0.491102738105,-17.4443346521,0.658621949229,9.65993801015,0.369747300002,18.8216408658,1.32525870733,11.3092351306,1.32798734283,11.2836636579,1.25718003999,8.36817075928,1.26476958817,8.14786872657,49.94287806,-0.0207164132018,
 ,0.7,1.12541040037,11.8387455338,1.68899243468,-79.1183504542,1.68899243468,-79.1183504542,1.69164154184,-79.1322183779,1.57945881478,-143.357366419,0.491066094721,-17.0683220309,0.664310778023,10.1592287358,0.370743132429,19.1893496363,1.3383310181,11.7110507764,1.3410613376,11.6855473559,1.27562026435,8.90384502135,1.28317622038,8.68577240642,49.9457510968,-0.0221505963946,
 ,0.72,1.12531063263,12.1963449775,1.68979600312,-78.8718663205,1.68979600312,-78.8718663205,1.69245848818,-78.8870044418,1.58058273351,-143.019851909,0.491015031515,-16.7148812195,0.66973758691,10.6255037821,0.371682292361,19.5335803929,1.35066505329,12.0867125961,1.35339686422,12.0612766446,1.29318187769,9.40126632712,1.30070630727,9.18532269991,49.94881413,-0.0236358920665,
 ,0.74,1.12516161732,12.5297703451,1.69043933113,-78.6438240906,1.69043933113,-78.6438240906,1.69311395676,-78.6601659355,1.58059407236,-142.712049701,0.490949423733,-16.3854108497,0.674848130246,11.0562303366,0.372554812366,19.8528960071,1.36215101388,12.4345429758,1.3648841075,12.4091736623,1.30969582847,9.85801126204,1.3171910536,9.64408190706,49.9520708544,-0.0251576562519,
 ,0.76,1.12496393715,12.837616218,1.69091321776,-78.4349015308,1.69091321776,-78.4349015308,1.69359859638,-78.4523726766,1.57962953096,-142.435710731,0.490869521036,-16.0813190559,0.679593280189,11.4491239044,0.373351898325,20.1458934249,1.37268825466,12.7529956252,1.37542240945,12.7276917162,1.32500777551,10.2719962967,1.33247634289,10.0599534337,49.955522558,-0.0266982473356,
 ,0.78,1.12471954057,13.1184984644,1.69121231912,-78.2458718181,1.69121231912,-78.2458718181,1.69390694026,-78.264391232,1.5778472933,-142.192377773,0.49077595998,-15.8040026943,0.683929419306,11.8021706133,0.374066010058,20.411230255,1.38218648152,13.0406612346,1.38492146681,13.0154209776,1.33897951627,10.6414743043,1.34642416532,10.4311783249,49.9591677843,-0.0282372406229,
 ,0.8,1.1244317497,13.371076838,1.69133536203,-78.0775703739,1.69133536203,-78.0775703739,1.69403762279,-78.0970516099,1.57542145429,-141.983346481,0.490669765404,-15.5548245559,0.68781872003,12.1136458986,0.374690913711,20.647651497,1.39056679636,13.2962741527,1.39330237628,13.2710951939,1.35149010342,10.965030348,1.35891373427,10.7563310324,49.9630020482,-0.0297517854431,
 ,0.82,1.12410521984,13.5940787507,1.69128520609,-77.9308587091,1.69128520609,-77.9308587091,1.69399344345,-77.9512109448,1.5725358986,-141.809629632,0.490552337315,-15.3350890772,0.691229311024,12.3821285078,0.375221703926,20.8540152091,1.39776254716,13.5187209259,1.40049848468,13.4936002573,1.36243663634,11.241576335,1.36984227812,11.0343140209,49.9670176276,-0.0312171252473,
 ,0.84,1.12374584336,13.7863235063,1.69106873092,-77.8065870154,1.69106873092,-77.8065870154,1.69378125457,-77.8277159233,1.56937781943,-141.671927442,0.49042542172,-15.1460171823,0.694135334238,12.6065091279,0.375654795643,21.0293160634,1.40371994125,13.7070514257,1.40645600216,13.6819853542,1.37173472086,11.4703443488,1.37912550056,11.2643510339,49.9712034467,-0.0326072553052,
 ,0.86,1.12336059858,13.9467462853,1.69069654764,-77.705557149,1.69069654764,-77.705557149,1.69341167177,-77.7273656082,1.56613108805,-141.570606028,0.490291066173,-14.9887209424,0.696516899714,12.785993484,0.375987887421,21.1727060484,1.40839838707,13.8604930947,1.41113434379,13.8354772239,1.3793185974,11.6508788366,1.38669770959,11.4459791974,49.9755450574,-0.0338956572396,
 ,0.88,1.12295735328,14.0744212396,1.69018255796,-77.6284873915,1.69018255796,-77.6284873915,1.69289863076,-77.6508760539,1.56296969878,-141.505684857,0.490151563239,-14.8641787445,0.698359947924,12.920100407,0.376219900173,21.2835119739,1.41177054219,13.9784685225,1.41450617724,13.9534977376,1.38514094556,11.7830282411,1.39251162317,11.5790405504,49.9800247143,-0.0350560409138,
 ,0.9,1.12254463988,14.1685831432,1.68954340568,-77.5759800553,1.68954340568,-77.5759800553,1.6922588356,-77.5988477865,1.56005151896,-141.476832767,0.490009387188,-14.773211647,0.699656032185,13.0086559887,0.376350896983,21.3612498255,1.41382206221,14.0606161154,1.41655717117,14.0356845608,1.38917238364,11.8669370164,1.39653787009,11.6636739388,49.9846215365,-0.0360630448663,
 ,0.92,1.12213142481,14.2286470965,1.68879788139,-77.5484927372,1.68879788139,-77.5484927372,1.6915111596,-77.5717369545,1.55751257116,-141.483370986,0.489867130387,-14.7164616195,0.70040203659,13.051785387,0.376381990889,21.4056362923,1.41455106383,14.1068130492,1.41728545777,14.0819140899,1.39140069399,11.903039127,1.39876421688,11.7003083708,49.9893117466,-0.036892884665,
 ,0.94,1.12172689595,14.2542257708,1.6879663465,-77.546313895,1.6879663465,-77.546313895,1.6906760655,-77.5698308276,1.55546206629,-141.524280989,0.489727445896,-14.6943724122,0.700599847874,13.0499039987,0.376315248073,21.4165978764,1.41396733365,14.1171990537,1.41670084105,14.0923252122,1.39182981988,11.8920540215,1.39919456643,11.6896588216,49.9940689862,-0.0375239737137,
 ,0.96,1.1213402883,14.2451436235,1.68707023664,-77.569543429,1.68707023664,-77.569543429,1.68977510531,-77.5932283227,1.55397838794,-141.598215134,0.489593001464,-14.707173868,0.70025600189,13.0037094976,0.376153593488,21.3942778706,1.41209133036,14.0921989644,1.4148237984,14.0673418287,1.39047869338,11.8349856454,1.39784778788,11.6327250559,49.998864711,-0.0379375542323,
 ,0.98,1.12098076074,14.2014474457,1.68613168611,-77.6180790229,1.68613168611,-77.6180790229,1.68883054202,-77.6418263162,1.5531061985,-141.703508747,0.489466447627,-14.7548704962,0.699381326089,12.9141756694,0.375900724545,21.3390411973,1.40895303942,14.032541517,1.41168433497,14.0076916182,1.38737996484,11.7331243584,1.39475644829,11.5307933379,50.00366867,-0.0381183594303,
 ,1.0,1.12065732531,14.1234126071,1.68517328788,-77.691609037,1.68517328788,-77.691609037,1.68786510766,-77.7153125337,1.55285479201,-141.838193606,0.48935039939,-14.8372350292,0.697990597684,12.7825481485,0.375561036243,21.2514767404,1.40459074659,13.9392716608,1.40732075675,13.9144183219,1.38257870906,11.5880507555,1.38996552091,11.3854400407,50.0084494723,-0.0380552878526,
 ,1.02,1.12037881806,14.0115444662,1.68421797087,-77.7896126505,1.68421797087,-77.7896126505,1.68690187948,-77.8131657163,1.55319775868,-142.00001417,0.489247427635,-14.9538074382,0.696102232805,12.6103412354,0.375139558249,21.1323964728,1.39904979785,13.8137538036,1.40177843023,13.7888849655,1.3761311795,11.4016395075,1.38353114169,11.1985352874,50.0131752281,-0.0377420252388,
 ,1.04,1.1201538897,13.8665746404,1.68328894628,-77.9113676621,1.68328894628,-77.9113676621,1.6859642259,-77.9346634756,1.55407395579,-142.186449,0.48916005361,-15.1038995079,0.69373801526,12.3993341337,0.374641901542,20.9828304924,1.39238140954,13.6576638795,1.39510859245,13.6327659153,1.3681036709,11.1760606204,1.37551947381,10.9722440427,50.0178142422,-0.0371775183452,
 ,1.06,1.11999098666,13.6894521571,1.68240965222,-78.0559659098,1.68240965222,-78.0559659098,1.68507575063,-78.0788977968,1.55538970765,-142.394740368,0.489090738253,-15.2866046203,0.690922865784,12.1515643754,0.374074209802,20.8040170833,1.38464158375,13.4729689117,1.38736726614,13.4480264401,1.3585715316,10.913775113,1.3660057219,10.7090216801,50.0223357208,-0.0363662030394,
 ,1.08,1.11989829158,13.4813298606,1.68160361702,-78.2223357172,1.68160361702,-78.2223357172,1.68426015548,-78.2447975958,1.55702209364,-142.621934673,0.489041858189,-15.5008119771,0.687684645194,11.8693160197,0.37344310935,20.5973871368,1.37589017074,13.2618937031,1.37861432197,13.2368894187,1.34761834544,10.6175221499,1.35507331524,10.4116010838,50.0267104484,-0.0353179177534,
 ,1.1,1.11988359678,13.2435467791,1.68089417019,-78.4092702185,1.68089417019,-78.4092702185,1.68354094963,-78.431157178,1.55882313746,-142.864935125,0.489015662011,-15.745224171,0.684053979354,11.5551004867,0.372755651439,20.3645426693,1.36619010376,13.0268753283,1.3689127131,13.0017898652,1.33533528009,10.2902951746,1.3428132572,10.0829688525,50.0309113914,-0.034047483687,
 ,1.12,1.11995409553,12.9776073855,1.68030395382,-78.6154599579,1.68030395382,-78.6154599579,1.68294095834,-78.6366689878,1.56062468809,-143.120566316,0.489014203879,-16.0183768801,0.680064091082,11.2116285937,0.372019242149,20.107229695,1.35560681368,12.7705070871,1.35832788938,12.7453189334,1.321820579,9.9353055411,1.32932361781,9.72632912152,50.0349141916,-0.0325739887767,
 ,1.14,1.12011609092,12.6851587986,1.67985422476,-78.8395278644,1.67985422476,-78.8395278644,1.68248162094,-78.8599587368,1.56224378368,-143.385648115,0.48903925583,-16.3186595121,0.675750624468,10.841773397,0.371241557785,19.8273062883,1.34420781279,12.4954744236,1.34692738064,12.4701599036,1.3071791589,9.55593343259,1.3147091315,9.34505479869,50.038697529,-0.0309198574711,
 ,1.16,1.12037463942,12.3679669535,1.6795639805,-79.0800646034,1.6795639805,-79.0800646034,1.68218211133,-79.0996209046,1.56348831068,-143.657074343,0.489092204889,-16.6443358483,0.671151449884,10.4485246478,0.370430446925,19.5267071962,1.33206242073,12.2044859683,1.33478052207,12.1790193069,1.29152226486,9.15566731213,1.29908085244,8.94262746078,50.0422433456,-0.0291098126707,
 ,1.18,1.12073316227,12.0278926524,1.67944898298,-79.3356624102,1.67944898298,-79.3356624102,1.68205835546,-79.3542526998,1.56416280238,-143.931890211,0.489173945059,-16.9935640615,0.666306442354,10.0349368507,0.369593823539,19.2074067815,1.31924159329,11.9002032794,1.32195828235,11.8745567599,1.27496713123,8.73803458735,1.28255581558,8.52256858071,50.0455369385,-0.0271698374402,
