Configuration Fields,Frequency(50/60),Data Rate,Number of Phasor(integer),Number of Analog(integer),Number of Digital(zero),Data Format (integer: 0-15),Phasor-1 Name(upto 16-char),Phasor-1 Type(v/c),Phasor-1 PHNMR(scaling),Phasor-2 Name(upto 16-char),Phasor-2 Type(v/c),Phasor-2 PHNMR(scaling),Phasor-3 Name(upto 16-char),Phasor-3 Type(v/c),Phasor-3 PHNMR(scaling),Phasor-4 Name(upto 16-char),Phasor-4 Type(v/c),Phasor-4 PHNMR(scaling),Phasor-5 Name(upto 16-char),Phasor-5 Type(v/c),Phasor-5 PHNMR(scaling),Phasor-6 Name(upto 16-char),Phasor-6 Type(v/c),Phasor-6 PHNMR(scaling),Phasor-7 Name(upto 16-char),Phasor-7 Type(v/c),Phasor-7 PHNMR(scaling),Phasor-8 Name(upto 16-char),Phasor-8 Type(v/c),Phasor-8 PHNMR(scaling),Phasor-9 Name(upto 16-char),Phasor-9 Type(v/c),Phasor-9 PHNMR(scaling),Phasor-10 Name(upto 16-char),Phasor-10 Type(v/c),Phasor-10 PHNMR(scaling),Phasor-11 Name(upto 16-char),Phasor-11 Type(v/c),Phasor-11 PHNMR(scaling),Phasor-12 Name(upto 16-char),Phasor-12 Type(v/c),Phasor-12 PHNMR(scaling),Phasor-13 Name(upto 16-char),Phasor-13 Type(v/c),Phasor-13 PHNMR(scaling),Phasor-14 Name(upto 16-char),Phasor-14 Type(v/c),Phasor-14 PHNMR(scaling),
Configuration Field Inputs,50,50,14,0,0,15,V1,v,10000,I2,c,100,I3,c,100,I4,c,100,I5,c,100,I6,c,100,I7,c,100,I8,c,100,I9,c,100,I10,c,100,I11,c,100,I12,c,100,I13,c,100,I14,c,100,
Measurements Fields,Time Stamp,Phasor-1 Magnitude,Phasor-1 Angle,Phasor-2 Magnitude,Phasor-2 Angle,Phasor-3 Magnitude,Phasor-3 Angle,Phasor-4 Magnitude,Phasor-4 Angle,Phasor-5 Magnitude,Phasor-5 Angle,Phasor-6 Magnitude,Phasor-6 Angle,Phasor-7 Magnitude,Phasor-7 Angle,Phasor-8 Magnitude,Phasor-8 Angle,Phasor-9 Magnitude,Phasor-9 Angle,Phasor-10 Magnitude,Phasor-10 Angle,Phasor-11 Magnitude,Phasor-11 Angle,Phasor-12 Magnitude,Phasor-12 Angle,Phasor-13 Magnitude,Phasor-13 Angle,Phasor-14 Magnitude,Phasor-14 Angle,Frequency,ROCOF,
 ,0.2,1.08300072669,3.67818215158,0.439422093775,-17.9436844505,25.9229974825,-176.738715878,4.30111115842,-19.4735216576,0.0886557749554,-28.3804084778,0.0375520672677,-32.5416061895,0.236418322316,-37.0530727187,0.270071943636,159.256948582,9.34747294649,-23.9578070403,0.0581436940109,-29.2123053983,14.297785476,-18.2896885208,1.70975950688,-5.53451380168,0.0864012043558,-41.1719624662,0.612644097501,-111.985153496,49.999976699,1.72196816344e-05,
 ,0.22,1.08300095256,3.67841708456,0.439428264008,-17.9434818518,25.9257591194,-176.737129727,4.29928634234,-19.4706611243,0.0885429193969,-28.3752744799,0.0373535077623,-32.5467713229,0.235889683941,-37.0555652641,0.272035636774,159.225307807,9.34760699831,-23.9575967008,0.0581441338355,-29.2121830928,14.2974763351,-18.289353162,1.7096334649,-5.53235770435,0.086347042457,-41.1712786148,0.612621366576,-111.9793444,49.9999704038,3.85739266237e-05,
 ,0.24,1.08300122299,3.67871472957,0.439435981505,-17.9432212395,25.9287687076,-176.735306424,4.29686562169,-19.466900199,0.0883957454731,-28.3682704707,0.0371310175683,-32.5517898846,0.235239355942,-37.0579530182,0.274022294393,159.200284214,9.34777708141,-23.9573268812,0.0581446905585,-29.212026622,14.2970130675,-18.2889236774,1.70945974927,-5.52944189016,0.0862769613858,-41.1704312269,0.612592297796,-111.972098718,49.9999624716,5.48645142025e-05,
 ,0.26,1.08300154838,3.67909152225,0.439445619523,-17.942887049,25.9320690478,-176.733202264,4.29371415146,-19.4620556384,0.0882082575594,-28.3590669175,0.0368840067073,-32.5566887299,0.234453525437,-37.060228349,0.276058120105,159.184788747,9.34799254591,-23.9569817269,0.0581453947836,-29.2118269098,14.2963376951,-18.2883789172,1.70922409032,-5.52555431991,0.0861874948261,-41.1694423521,0.612555295715,-111.963077934,49.9999524779,7.13849409368e-05,
 ,0.28,1.08300194048,3.67956641975,0.439457592422,-17.9424612516,25.9356990995,-176.730774982,4.28969080851,-19.4559442372,0.087974752194,-28.3473659376,0.0366126038717,-32.5615977708,0.233521837618,-37.0624360865,0.27816345451,159.179504568,9.34826405182,-23.9565429175,0.0581462817831,-29.21157346,14.2953773757,-18.2876959704,1.70890958961,-5.52044854147,0.0860749724392,-41.1683636617,0.612508580959,-111.951910654,49.9999400415,8.99103052562e-05,
 ,0.3,1.08300241186,3.68016140657,0.439472361572,-17.9419227204,25.9396946716,-176.727982124,4.28465227561,-19.4483876747,0.0876900024652,-28.3329132103,0.0363175199669,-32.5667166475,0.232437832002,-37.064673355,0.280356482341,159.184158451,9.34860380708,-23.9559890243,0.0581473924042,-29.2112539953,14.2940425187,-18.2868497542,1.70849649657,-5.51384037727,0.0859355691181,-41.1672771897,0.612450151492,-111.938186723,49.9999247528,0.000111252812832,
 ,0.32,1.08300297548,3.68090199102,0.43949043959,-17.9412466246,25.9440884935,-176.724779973,4.27845823003,-19.4392186868,0.0873494544928,-28.3155115252,0.0359998892846,-32.572293436,0.231199214913,-37.0670888516,0.282654089776,159.198119842,9.34902578894,-23.9552948948,0.0581487739566,-29.2108541067,14.2922251129,-18.2858126622,1.70796204666,-5.50540535672,0.0857653744032,-41.1662958446,0.612377753021,-111.921452423,49.9999061481,0.00013598864927,
 ,0.34,1.08300364427,3.6818176979,0.439512392919,-17.9404038323,25.9489099771,-176.72112269,4.27097737891,-19.4282879647,0.0869494252515,-28.2950341265,0.0356611106953,-32.5786086619,0.229807940047,-37.0698784422,0.285071146508,159.220684628,9.34954595011,-23.9544310473,0.0581504810895,-29.210356907,14.289797379,-18.284554235,1.70728037446,-5.49477696844,0.0855604807188,-41.1655629824,0.612288857207,-111.901206533,49.9998837007,0.000164649194015,
 ,0.36,1.08300443064,3.68294255613,0.439538842586,-17.9393603221,25.9541848435,-176.716961582,4.26209399511,-19.4154712116,0.0864872901967,-28.2714364115,0.0353027084994,-32.5859633877,0.228270080576,-37.0732760857,0.287619266196,159.25124081,9.35018240776,-23.9533630737,0.058152576653,-29.2097426839,14.2866108547,-18.2830408364,1.70642251289,-5.48154582027,0.0853170881186,-41.1652507984,0.612180647993,-111.876897208,49.9998568181,0.000197762166725,
 ,0.38,1.08300534609,3.68431557383,0.439570462873,-17.9380766167,25.959934666,-176.712244497,4.25171453922,-19.4006757534,0.0859616491797,-28.2447646627,0.0349262281583,-32.5946709187,0.22659549125,-37.0775402278,0.290305568034,159.289379809,9.35095561002,-23.9520510641,0.0581551325311,-29.2089885622,14.2824960169,-18.2812353388,1.7053564876,-5.46525978913,0.0850316220289,-41.1655574864,0.612050017541,-111.847919778,49.9998248415,0.000235852413592,
 ,0.4,1.08300640081,3.68598119041,0.439607977557,-17.9365072546,25.9661763365,-176.706915427,4.23977391594,-19.383846079,0.0853724600617,-28.2151606553,0.0345331763226,-32.6050514012,0.224797275961,-37.0829366913,0.293131690811,159.33496049,9.35188847341,-23.9504490699,0.0581582304255,-29.2080681829,14.2772625304,-18.2790968269,1.70404751293,-5.44542523083,0.084700859493,-41.166703208,0.611893573564,-111.813615589,49.9997870489,0.00027943223181,
 ,0.42,1.08300760337,3.68798969457,0.43965215343,-17.9346003201,25.972921447,-176.700914352,4.2262409077,-19.3649677163,0.0847211311254,-28.1828612336,0.0341250080456,-32.6174280625,0.222891093452,-37.0897197484,0.296093188539,159.388117917,9.35300648433,-23.9485046269,0.0581619625704,-29.2069514084,14.2707002008,-18.2765803353,1.70245829397,-5.42150930265,0.0843220587034,-41.1689249354,0.611707659707,-111.773272022,49.9997426582,0.000328989156261,
 ,0.44,1.08300896052,3.69039759695,0.439703790829,-17.932297047,25.9801755874,-176.694177384,4.21112235735,-19.3440689315,0.0840105656392,-28.1481922929,0.0337031575528,-32.6321233965,0.220894349182,-37.0981134334,0.29917937308,159.449213182,9.35433775817,-23.9461583527,0.0581664323564,-29.2056040641,14.2625806865,-18.2736366363,1.700549436,-5.39294343016,0.0838930861695,-41.1724702231,0.611488390163,-111.726123797,49.9996908329,0.000384973439977,
 ,0.46,1.08301047709,3.69326794738,0.439763710987,-17.9295315104,25.987937564,-176.686637212,4.19446573465,-19.3212198827,0.0832451545227,-28.1115570209,0.0332691031667,-32.6494534068,0.218825332975,-37.1082951724,0.302373625027,159.518732693,9.35591305037,-23.9433436353,0.0581717548446,-29.2039877228,14.2526599963,-18.2702120935,1.69827996055,-5.35912792598,0.0834125357199,-41.1775899143,0.611231699065,-111.671355643,49.9996306893,0.000447786100685,
 ,0.48,1.08301215604,3.69667058805,0.439832740119,-17.9262304154,25.9961985604,-176.67822379,4.17635981324,-19.2965290566,0.0824307157863,-28.0734187016,0.0328244526221,-32.6697181404,0.216702368432,-37.120383449,0.305654153541,159.597157381,9.35776571503,-23.9399864197,0.0581780571511,-29.2020595368,14.2406817714,-18.2662485968,1.69560792357,-5.31943774251,0.0828798336893,-41.1845297417,0.610933404427,-111.608106343,49.9995613042,0.000517768094158,
 ,0.5,1.08301399852,3.70068233558,0.439911690236,-17.9223129853,26.0049412707,-176.668865234,4.15693330204,-19.2701370432,0.0815743820748,-28.034278843,0.0323710325631,-32.693187202,0.214543040278,-37.1344305714,0.308995143285,159.684829125,9.35993160809,-23.9360050988,0.05818547869,-29.1997721201,14.2263813146,-18.2616835886,1.69249112879,-5.27322931576,0.0822953250913,-41.1935207433,0.610589285606,-111.535474152,49.9994817247,0.000595191062529,
 ,0.52,1.08301600412,3.70538708727,0.440001336809,-17.9176909525,26.0141390461,-176.658488801,4.13635140826,-19.2422079552,0.0806844400701,-27.9946518048,0.0319109657267,-32.7200797247,0.212363559533,-37.1504207622,0.312368183125,159.781840531,9.36244893346,-23.9313105096,0.0581941712608,-29.1970734825,14.2094902969,-18.2564501892,1.68888792585,-5.21984843403,0.0816603362947,-41.2047684185,0.610195172522,-111.452523491,49.9993909783,0.000680249999275,
 ,0.54,1.0830181711,3.71087584866,0.440102393523,-17.9122686454,26.0237551055,-176.647021884,4.11481044968,-19.2129190324,0.0797701275851,-27.9550374635,0.0314467212155,-32.7505393243,0.210178314128,-37.1682729448,0.315743833578,159.887965661,9.3653580325,-23.9258060299,0.0582042989737,-29.193907013,14.1897420388,-18.2504774194,1.6847580801,-5.15863904569,0.0809772106768,-41.218440607,0.609747044178,-111.358292832,49.9992880831,0.000773058046009,
 ,0.56,1.08302049663,3.71724668184,0.440215484465,-17.9059431677,26.0337418647,-176.634392914,4.09253077126,-19.1824491629,0.0788413958364,-27.9158937107,0.0309811270452,-32.7846057903,0.207999635425,-37.1878468987,0.319093167135,160.002636858,9.36870111851,-23.9193877716,0.0582160380093,-29.1902115094,14.166877234,-18.243690518,1.68006369785,-5.08895290412,0.0802493148682,-41.2346541954,0.609241133513,-111.251803581,49.9991720592,0.000873643495766,
 ,0.58,1.08302297707,3.72460457555,0.440341114215,-17.8986046605,26.0440404396,-176.620532106,4.06974834409,-19.1509671807,0.0779086455981,-27.8776107194,0.0305173393445,-32.8221864552,0.205837790705,-37.2089510259,0.322389114483,160.124960917,9.37252195976,-23.9119448632,0.0582295762108,-29.1859212536,14.1406499609,-18.2360113385,1.67477018877,-5.01015993541,0.0794810144553,-41.2534609267,0.608674035232,-111.132069777,49.999041939,0.000981948933145,
 ,0.6,1.08302560817,3.73306123989,0.440479636383,-17.8901366399,26.0545803725,-176.605371996,4.04670552423,-19.1186208279,0.0769824467188,-27.8404888991,0.0300587684943,-32.863031094,0.203701190251,-37.2313498654,0.325607472316,160.253760655,9.37686551557,-23.903359812,0.0582451125131,-29.1809661249,14.1108338083,-18.2273588048,1.66884724427,-4.92165920442,0.0786776193168,-41.2748328066,0.608042812984,-110.998108397,49.9988967785,0.00109783230146,
 ,0.62,1.0830283853,3.74273482944,0.440631221241,-17.8804163988,26.0652796233,-176.588847749,4.02364151632,-19.0855272036,0.0760732508847,-27.8047222693,0.0296089683688,-32.9067145563,0.201596777133,-37.2547696791,0.32872747127,160.387626944,9.38177753098,-23.8935089379,0.0582628562128,-29.1752717499,14.0772279346,-18.2176493976,1.66226980942,-4.82289034607,0.0778453000493,-41.2986478115,0.607345102196,-110.848950025,49.9987356668,0.00122106956168,
 ,0.64,1.08303130352,3.75374959924,0.440795823141,-17.8693154649,26.076044848,-176.570897212,4.0007831157,-19.0517653612,0.0751911075824,-27.7703886061,0.029171499926,-32.9526308871,0.199530550557,-37.2789008621,0.331731858355,160.524970936,9.38730409639,-23.8822628691,0.0582830260858,-29.1687596838,14.0396628778,-18.2067976345,1.65501902411,-4.71334532017,0.0769909781221,-41.3246768032,0.606579204896,-110.683649675,49.9985577358,0.00135135850901,
 ,0.66,1.08303435767,3.76623549831,0.440973148438,-17.8567001035,26.0867719733,-176.551460731,3.97833629103,-19.0173714812,0.0743453930169,-27.7374471625,0.0287497840231,-33.0000013838,0.197508161276,-37.3033965023,0.33460650884,160.664073277,9.39349117834,-23.8694870897,0.0583058493597,-29.1613476182,13.9980059425,-18.1947165023,1.64708310852,-4.59258033814,0.0761221934259,-41.3525726916,0.605744173095,-110.501297571,49.9983621695,0.00148832325403,
 ,0.68,1.08303754234,3.78032770494,0.441162624679,-17.8424318589,26.0973470512,-176.530480754,3.95647911628,-18.9823367788,0.0735445613334,-27.70574408,0.0283469600497,-33.0478969948,0.195535511364,-37.3278670692,0.337339639872,160.803133354,9.40038412782,-23.8550425321,0.0583315605476,-29.1529496143,13.9521660065,-18.1813177987,1.6384581675,-4.46022779825,0.0752469536921,-41.3818629492,0.604839877694,-110.301029705,49.9981482122,0.00163151886302,
 ,0.7,1.08304085181,3.79616610744,0.441363371785,-17.8263681269,26.1076473679,-176.507901241,3.93535647083,-18.9466080438,0.0727959268877,-27.6750248547,0.0279657665456,-33.0952730475,0.193619291364,-37.3518718879,0.339920745294,160.94032404,9.40802717198,-23.8387862062,0.0583604001492,-29.1434763561,13.9020976121,-18.1665123397,1.62914888863,-4.31600805267,0.0743735708256,-41.4119465495,0.603867060484,-110.082038045,49.9979151764,0.00178043568889,
 ,0.72,1.08304427985,3.81389473289,0.441574175932,-17.8083627548,26.1175427627,-176.483666953,3.91507680572,-18.9100904902,0.0721054855327,-27.6449525084,0.0276084574577,-33.141012047,0.191767395148,-37.3749087282,0.342339402188,161.073855269,9.41646289446,-23.8205718626,0.0583926132245,-29.132835425,13.8478042374,-18.1502099982,1.61916910983,-4.15974081249,0.0735104894894,-41.4420962716,0.602827367483,-109.843580318,49.99766245,0.0019345030044,
 ,0.74,1.08304781954,3.83366112532,0.441793466825,-17.7882666702,26.1268971105,-176.457722685,3.89571113201,-18.8726524489,0.0714777819104,-27.6151295332,0.0272767634115,-33.1839687595,0.189989166172,-37.396403445,0.344584111124,161.202044285,9.42573170868,-23.8002506864,0.058428447842,-29.1209315951,13.7893406758,-18.1323195462,1.60854223388,-3.99135597826,0.0726661133155,-41.4714670881,0.601723362728,-109.584989306,49.9973895038,0.00209309166482,
 ,0.76,1.08305146301,3.85561567393,0.442019298964,-17.7659285404,26.1355699166,-176.43001252,3.87729423502,-18.8341313673,0.0709158285293,-27.5851213421,0.0269719018717,-33.2230114199,0.188295446584,-37.4157020783,0.346641323421,161.323384305,9.43587132802,-23.777672025,0.0584681534044,-29.1076671509,13.7268144854,-18.1127482858,1.59730146945,-3.81090366015,0.0718486339045,-41.4991110347,0.600558522412,-109.305681678,49.9970958983,0.00225551566799,
 ,0.78,1.08305520119,3.87991089047,0.44224933747,-17.741195467,26.1434179805,-176.400479195,3.85982796753,-18.7943405912,0.0704210809188,-27.554478917,0.0266946340326,-33.2570538332,0.186698421037,-37.4320680435,0.348494783132,161.436599712,9.44691623541,-23.7526841503,0.0585119788514,-29.0929422301,13.6603865062,-18.0914014706,1.58548988142,-3.6185631262,0.071065867351,-41.5239985702,0.599337210067,-109.005166395,49.996781291,0.00242103263453,
 ,0.8,1.08305902363,3.90670063481,0.442480848962,-17.7139137251,26.1502970914,-176.36906363,3.84328633748,-18.753076464,0.0699934713506,-27.522758629,0.0264453604601,-33.2850751842,0.185211267835,-37.4446868842,0.350125274437,161.540676704,9.45889715491,-23.7251350602,0.0585601707402,-29.0766551954,13.590270475,-18.0681815295,1.57316023721,-3.4146503874,0.0703251024471,-41.5450459835,0.598064634078,-108.683052773,49.9964454431,0.00258884338512,
 ,0.82,1.08306291823,3.93613928723,0.442710697907,-17.683929552,26.1560637311,-176.335704671,3.8276219918,-18.7101253634,0.0696315014822,-27.489537756,0.0262242426374,-33.3061270724,0.18384764904,-37.4526804376,0.351510822097,161.634863632,9.47184052665,-23.6948733218,0.0586129712024,-29.0587030358,13.5167317938,-18.0429871194,1.56037464009,-3.19962409727,0.0696329640094,-41.561147919,0.596746789329,-108.339058312,49.9960882274,0.00275809093089,
 ,0.84,1.08306687119,3.96838086605,0.442935348799,-17.6510899918,26.1605767746,-176.300339049,3.81277361581,-18.665270385,0.069332391827,-27.4544249586,0.0260313342317,-33.31933004,0.182621086405,-37.4551311538,0.352627347331,161.718643221,9.48576798694,-23.6617489584,0.0586706157778,-29.0389818029,13.440085531,-18.0157120436,1.54720394604,-2.97408941317,0.0689952940185,-41.5712136196,0.595390385027,-107.973016438,49.9957096354,0.00292785930072,
 ,0.86,1.08307086688,4.00357809048,0.443150874442,-17.6152438026,26.1636991904,-176.26290151,3.798673723,-18.6182974529,0.0690922832481,-27.4170657496,0.025866704544,-33.3238640808,0.181544280004,-37.4511158368,0.353449735856,161.791686348,9.50069585497,-23.6256143791,0.0587333311286,-29.0173870789,13.3606937523,-17.9862440818,1.53372696618,-2.73879944078,0.0684170524878,-41.5742050609,0.594002760917,-107.584884261,49.9953097848,0.00309717269788,
 ,0.88,1.08307488787,4.04188138916,0.443352970575,-17.576242428,26.1652997563,-176.223325087,3.78525630466,-18.5690006934,0.0689064828406,-27.3771436892,0.0257305373909,-33.3189588808,0.1806284303,-37.4397464624,0.353953230881,161.853801217,9.51663462814,-23.5863253486,0.0588013326356,-28.993814479,13.2789622809,-17.9544637829,1.52002946317,-2.49465386795,0.0679022392513,-41.5691748344,0.59259179407,-107.174750499,49.9948889275,0.00326499550335,
 ,0.9,1.08307891492,4.08343785723,0.443536976982,-17.5339410333,26.1652548154,-176.181541411,3.77246384283,-18.5171869439,0.0687697437595,-27.3343785178,0.0256231915499,-33.3038896349,0.179882622029,-37.4202143055,0.354115025054,161.90489099,9.5335884886,-23.5437419922,0.0588748218873,-28.9681601843,13.1953369934,-17.9202432787,1.50620295616,-2.24269439501,0.0674538372063,-41.555301482,0.591165798377,-106.742843643,49.9944474565,0.00343023362749,
 ,0.92,1.08308292715,4.12839016608,0.443697905204,-17.4881996083,26.1634500997,-176.137481004,3.76025325796,-18.4626793092,0.0686765659988,-27.2885226563,0.0255452135365,-33.2779831938,0.179313320205,-37.3918326959,0.353915897235,161.944927695,9.55155482468,-23.497729829,0.0589539840728,-28.9403215027,13.1102997499,-17.8834451829,1.49234335531,-1.98409659415,0.0670737769957,-41.5319200262,0.589733418714,-106.289540433,49.9939859125,0.00359173766019,
 ,0.94,1.08308690213,4.17687543292,0.443830472888,-17.4388841311,26.1597826484,-176.091073495,3.74860045878,-18.4053197118,0.068621503053,-27.2393574301,0.0254972993495,-33.2406371797,0.1789240159,-37.3540735764,0.35334172789,161.973942702,9.57052377163,-23.4481608253,0.059038985296,-28.910197453,13.0243640434,-17.8439216406,1.4785494529,-1.72015788612,0.0667629226791,-41.4985456981,0.588303521547,-105.815374634,49.9935049905,0.00374830818571,
 ,0.96,1.0830908161,4.22902405923,0.443929144744,-17.3858677901,26.1541628405,-176.042247704,3.73750327698,-18.3449704378,0.0685994580459,-27.186690072,0.0254802082167,-33.191351863,0.178715043873,-37.3065937104,0.352384734305,161.992027362,9.5904777777,-23.3949144575,0.0591299698318,-28.8776893665,12.9380704432,-17.8015136018,1.46492130317,-1.452281415,0.0665210776175,-41.454889322,0.586885083497,-105.321046058,49.9930055441,0.00389870351914,
 ,0.98,1.08309464421,4.28495854972,0.443988180046,-17.3290322535,26.1465165454,-175.990931577,3.7269826928,-18.2815147325,0.0686059524838,-27.1303521077,0.0254946375329,-33.1297714498,0.178683577348,-37.2492477808,0.351044293411,161.999334186,9.61139120227,-23.3378787729,0.059227057354,-28.8427014991,12.8519818833,-17.7560503926,1.4515585283,-1.18195573485,0.0663470095759,-41.4008634393,0.585487079125,-104.807429712,49.992488589,0.00404164999081,
