Configuration Fields,Frequency(50/60),Data Rate,Number of Phasor(integer),Number of Analog(integer),Number of Digital(zero),Data Format (integer: 0-15),Phasor-1 Name(upto 16-char),Phasor-1 Type(v/c),Phasor-1 PHNMR(scaling),Phasor-2 Name(upto 16-char),Phasor-2 Type(v/c),Phasor-2 PHNMR(scaling),Phasor-3 Name(upto 16-char),Phasor-3 Type(v/c),Phasor-3 PHNMR(scaling),Phasor-4 Name(upto 16-char),Phasor-4 Type(v/c),Phasor-4 PHNMR(scaling),Phasor-5 Name(upto 16-char),Phasor-5 Type(v/c),Phasor-5 PHNMR(scaling),Phasor-6 Name(upto 16-char),Phasor-6 Type(v/c),Phasor-6 PHNMR(scaling),Phasor-7 Name(upto 16-char),Phasor-7 Type(v/c),Phasor-7 PHNMR(scaling),Phasor-8 Name(upto 16-char),Phasor-8 Type(v/c),Phasor-8 PHNMR(scaling),Phasor-9 Name(upto 16-char),Phasor-9 Type(v/c),Phasor-9 PHNMR(scaling),Phasor-10 Name(upto 16-char),Phasor-10 Type(v/c),Phasor-10 PHNMR(scaling),Phasor-11 Name(upto 16-char),Phasor-11 Type(v/c),Phasor-11 PHNMR(scaling),Phasor-12 Name(upto 16-char),Phasor-12 Type(v/c),Phasor-12 PHNMR(scaling),Phasor-13 Name(upto 16-char),Phasor-13 Type(v/c),Phasor-13 PHNMR(scaling),Phasor-14 Name(upto 16-char),Phasor-14 Type(v/c),Phasor-14 PHNMR(scaling),
Configuration Field Inputs,50,50,14,0,0,15,V1,v,10000,I2,c,100,I3,c,100,I4,c,100,I5,c,100,I6,c,100,I7,c,100,I8,c,100,I9,c,100,I10,c,100,I11,c,100,I12,c,100,I13,c,100,I14,c,100,
Measurements Fields,Time Stamp,Phasor-1 Magnitude,Phasor-1 Angle,Phasor-2 Magnitude,Phasor-2 Angle,Phasor-3 Magnitude,Phasor-3 Angle,Phasor-4 Magnitude,Phasor-4 Angle,Phasor-5 Magnitude,Phasor-5 Angle,Phasor-6 Magnitude,Phasor-6 Angle,Phasor-7 Magnitude,Phasor-7 Angle,Phasor-8 Magnitude,Phasor-8 Angle,Phasor-9 Magnitude,Phasor-9 Angle,Phasor-10 Magnitude,Phasor-10 Angle,Phasor-11 Magnitude,Phasor-11 Angle,Phasor-12 Magnitude,Phasor-12 Angle,Phasor-13 Magnitude,Phasor-13 Angle,Phasor-14 Magnitude,Phasor-14 Angle,Frequency,ROCOF,
 ,0.2,1.03099768701,-14.345162296,0.0791653351298,-0.0998509052404,0.0447334843754,-13.7712839352,0.0347401966084,-25.5583401465,3.22889355906,-35.5462793043,0.414641317565,176.492209748,0.31182350209,179.4676564,0.471583258776,-24.686294152,1.2132776136,160.611663445,0.0286114718454,107.483103982,0.0864012043558,138.828037534,0.444660659544,131.376378397,7.11647492939,89.7162827169,0.0402445253942,177.168999,49.9988714949,0.00227981763484,
 ,0.22,1.03099983285,-14.3332496883,0.0792643821893,-0.122868923028,0.0445170206807,-13.703938706,0.0323061295968,-25.9637197945,3.19985208449,-35.6960330368,0.420254238928,176.48574673,0.32060330297,179.496633637,0.472060033646,-24.683874191,1.21586025356,160.647002368,0.0290750949996,109.177892226,0.086347042457,138.828721385,0.44361465347,131.347398163,7.11220423081,89.646169313,0.0401633373482,177.220293464,49.9985164097,0.00265790149836,
 ,0.24,1.03100246556,-14.3178425631,0.0793836199653,-0.14891081292,0.0442334778856,-13.6125553217,0.029632873865,-26.4744460752,3.16464657131,-35.8769433602,0.426926441957,176.48385273,0.329856410442,179.538898556,0.47267112497,-24.6805405069,1.21914207261,160.692082798,0.0296124875695,110.987340975,0.0862769613858,138.829568773,0.442267201805,131.309785704,7.10674183127,89.5560719839,0.0400585631091,177.286708172,49.9980736682,0.00324395352348,
 ,0.26,1.03100538079,-14.2981773078,0.0795268562989,-0.17805841884,0.0438732471868,-13.4923644155,0.0267328510136,-27.1331774473,3.12285099401,-36.0926107677,0.434780437469,176.48846413,0.339572823308,179.595097003,0.473444301649,-24.6759633676,1.22322343936,160.748424174,0.0302336372805,112.906944647,0.0861874948261,138.830557648,0.440555349056,131.261379407,7.09986845268,89.4417855368,0.0399251208052,177.371514367,49.997531282,0.00396480003441,
 ,0.28,1.03100821904,-14.2734438168,0.079698463619,-0.210362836765,0.0434283375209,-13.3385157102,0.0236303005889,-28.008475144,3.07432562207,-36.3459872351,0.443908986963,176.502027465,0.349723752704,179.666029164,0.474408286619,-24.6697333495,1.22819050344,160.817404795,0.0309471470937,114.924122838,0.0860749724392,138.831636338,0.438413734766,131.199718539,7.09137295655,89.2989093044,0.0397576640621,177.478205022,49.9968808147,0.00477663119466,
 ,0.3,1.03101047288,-14.242795579,0.0799036563731,-0.245963387289,0.0428928524062,-13.1461394563,0.0203596958585,-29.2160566632,3.01923962811,-36.6391819855,0.454370697577,176.527379998,0.360262195327,179.752440918,0.475592191907,-24.6613625852,1.23411258546,160.900227028,0.0317595333135,117.01960273,0.0859355691181,138.83272281,0.435775784946,131.122028974,7.08106023212,89.1229189709,0.0395506740286,177.610501967,49.9961160536,0.00565233988329,
 ,0.32,1.03101149948,-14.2053640997,0.0801487946166,-0.285222868687,0.0422634458689,-12.910433089,0.0169644791259,-30.9665521748,2.95807796097,-36.9732384194,0.466186506595,176.567582582,0.371124541872,179.854904399,0.477024778514,-24.6502890143,1.24103981217,160.99788485,0.0326746117327,119.169269727,0.0857653744032,138.833704155,0.432575293401,131.025209708,7.06876077852,88.9092634736,0.0392985850057,177.772357918,49.9952329005,0.00657124198949,
 ,0.34,1.03101054205,-14.1602773583,0.0804416824249,-0.328867777241,0.0415397243856,-12.6267769937,0.0134977513487,-33.6858312848,2.89163041321,-37.3478669397,0.479337164619,176.625711046,0.382232924666,179.973744216,0.478733557809,-24.635884908,1.24900103996,161.111136131,0.0336929757307,121.346202957,0.0855604807188,138.834437018,0.428748352943,130.905821247,7.05434142871,88.6534867685,0.0389959420835,177.967956442,49.9942296816,0.00751336477782,
 ,0.36,1.03100676106,-14.1066818059,0.0807918248954,-0.37811612946,0.0407245616688,-12.2908860675,0.0100300601753,-38.3724955063,2.82096203681,-37.7611365288,0.493761861227,176.704624848,0.393498089725,-179.89100458,0.480743759449,-24.6174699328,1.25800214027,161.240481207,0.0348116263933,123.522718218,0.0853170881186,138.834749202,0.424235579913,130.760075503,7.03771660613,88.3513731788,0.038637587103,178.201711042,49.9931075686,0.00845687345497,
 ,0.38,1.03099927408,-14.0437671525,0.0812106066592,-0.434772696575,0.0398242965263,-11.8990057637,0.00668789898715,-47.9286675094,2.74736554697,-38.2091458987,0.509358114752,176.806737357,0.404822586078,-179.739613061,0.483077201751,-24.5943284226,1.26802471238,161.386148457,0.0360238019368,125.672204845,0.0850316220289,138.834442514,0.418984552566,130.583826448,7.01885935851,87.9991137973,0.0382188670483,178.478263625,49.9918709724,0.00937729647173,
 ,0.4,1.03098720229,-13.9707929952,0.0817113564626,-0.501270857724,0.0388487899034,-11.44816272,0.00388066612337,-73.2122507814,2.67229798087,-38.6857162141,0.525983006615,176.933812024,0.416104071279,-179.572654311,0.4857511093,-24.5657300809,1.27902527689,161.548086891,0.0373190259602,127.770570358,0.084700859493,138.833296792,0.412952364838,130.372561149,6.99781127548,87.59349031,0.0377358571382,178.802481552,49.9905278419,0.0102477360165,
 ,0.42,1.03096972051,-13.8871161823,0.0823092667277,-0.5806423221,0.0378113250496,-10.9364800915,0.00331393587018,-131.243601152,2.59730548496,-39.1821696504,0.543455786879,177.086804045,0.42723854462,-179.390983721,0.488776928922,-24.5309529963,1.2909349897,161.725965171,0.0386833652313,129.797186288,0.0843220587034,138.831075065,0.406108183051,130.121391663,6.97469030139,87.1320715215,0.0371855894814,179.179451207,49.989089831,0.0110396217909,
 ,0.44,1.0309461078,-13.7922177232,0.0830211440276,-0.676401218432,0.0367283439208,-10.363564966,0.00556131763402,-166.421847311,2.52394149097,-39.6872760664,0.561561816124,177.265759891,0.43812334139,-179.195709002,0.492159198871,-24.4893076411,1.30365990209,161.919176075,0.0400998648219,131.735323581,0.0838930861695,138.827529777,0.398435684619,129.825049715,6.94969542592,86.6134166556,0.0365662771892,179.614464513,49.9875723126,0.0117237671715,
 ,0.46,1.03091579499,-13.6857280218,0.08386497572,-0.792337798622,0.0356190228139,-9.73096779306,0.00851774227167,-178.87649737,2.45368448909,-40.1874555719,0.580057744232,177.46977928,0.448659752242,-178.988154975,0.4958945269,-24.4401604455,1.31708177794,162.126845279,0.0415491149143,133.5721456,0.0834125357199,138.822410086,0.389935255062,129.477888036,6.92310729645,86.037278088,0.035877523328,-179.8870071,49.9859942273,0.0122715832495,
 ,0.48,1.03087840649,-13.5674492427,0.0848593089906,-0.932228953713,0.0345047002603,-9.04269937239,0.0115279928526,175.44727674,2.38786191696,-40.6673083621,0.598677764421,177.697037351,0.458755169491,-178.769827369,0.499970730865,-24.3829555936,1.33105946468,162.347843412,0.0430098996786,135.298374187,0.0828798336893,138.815470258,0.380625822627,129.073894756,6.89528396606,85.4047945316,0.0351205040314,-179.319359016,49.9843777697,0.0126563494995,
 ,0.5,1.03083379359,-13.4373737185,0.086022450614,-1.09948669672,0.0334081799428,-8.30576771633,0.014440442329,172.309663716,2.32758622191,-41.1104983596,0.617140725769,177.944859782,0.46832470408,-178.542378656,0.504366190635,-24.3172338652,1.34543080176,162.580800613,0.0444598821079,136.907757575,0.0822953250913,138.806479257,0.370546218224,128.606730377,6.86665128186,84.7186639445,0.0342981154421,-178.676930657,49.982747918,0.0128544594307,
 ,0.52,1.03078205768,-13.2956974504,0.0873715083244,-1.29677949066,0.0323529404395,-7.53066489688,0.017194823021,170.36617413,2.27370791156,-41.5009456799,0.635157843892,178.209840689,0.477292259871,-178.307577647,0.509049452605,-24.2426475927,1.36001503905,162.824123151,0.0458762865197,138.396456061,0.0816603362947,138.795231582,0.359755961584,128.069800613,6.83768782771,83.9832838055,0.0334150748648,-177.954127649,49.9811318241,0.0128465704247,
 ,0.54,1.03072356225,-13.142827959,0.0889213074404,-1.52567172779,0.0313622914691,-6.73169651784,0.0197550491138,169.076431342,2.22678854918,-41.8241987827,0.652440720858,178.487991888,0.485591092659,-178.067283345,0.5139791184,-24.1589710996,1.3746157284,163.07601202,0.0472365497986,139.762434236,0.0809772106768,138.781559393,0.348335391439,127.456382726,6.80890484387,83.2048452868,0.0324779675028,-177.145606888,49.9795580895,0.0126185960066,
 ,0.56,1.03065893302,-12.9793859745,0.0906832290129,-1.78633057988,0.0304585222084,-5.92701352616,0.022093812457,168.184475535,2.18709450282,-42.0687857784,0.668709373761,178.77491216,0.493163917007,-177.823422553,0.519104037972,-24.0661062815,1.38902404495,163.334483661,0.0485189214584,141.004917661,0.0802493148682,138.765345805,0.336385077001,126.759827776,6.78082211355,82.391367746,0.0314952313569,-176.246546627,49.9780559544,0.0121624889361,
 ,0.58,1.03058904649,-12.8062007164,0.0926640278571,-2.07734451238,0.0296620898826,-5.13819442309,0.0241881855129,167.554226168,2.15461023316,-42.2273141663,0.683699977138,179.065966013,0.499962652233,-177.577970048,0.524363814787,-23.9640832715,1.40302248999,163.597393139,0.0497030002602,142.123944249,0.0794810144553,138.746539073,0.324024468893,125.973865899,6.75394136918,81.5526613413,0.0304770742506,-175.253027215,49.9766544353,0.0114767756477,
 ,0.6,1.03051500728,-12.6242987835,0.0948646995431,-2.39568362645,0.0289908944681,-4.38925611865,0.0260185791054,167.106901378,2.12906835553,-42.2971175644,0.697172046146,179.356462602,0.50594791785,-177.332929757,0.529689617963,-23.8530563804,1.41638892399,163.862460113,0.050770201116,143.120019547,0.0786776193168,138.725167193,0.311389769224,125.093045392,6.72871925177,80.7002088204,0.0294353185518,-174.162549547,49.975381447,0.0105668165882,
 ,0.62,1.03043811529,-12.434886939,0.0972794733924,-2.73681086688,0.0284596764758,-3.70505916841,0.0275690473933,166.793796487,2.10999279543,-42.2803338783,0.708914822441,179.641826887,0.511088397443,-177.090315293,0.535005283673,-23.733295717,1.42890087649,164.127297918,0.0517041503926,143.993871226,0.0778453000493,138.701352189,0.298631023016,124.113337009,6.70554216969,79.8469626898,0.0283831711458,-172.974715256,49.974262945,0.00944478223692,
 ,0.64,1.03035982415,-12.2393293187,0.0998950119472,-3.09492948194,0.0280795592814,-3.10921495329,0.0288281975528,166.583194213,2.09675099999,-42.183416586,0.718752669098,179.917756439,0.515360188092,-176.852128355,0.540228676642,-23.6051750789,1.44034007755,164.389445971,0.0524910106824,144.746290353,0.0769909781221,138.675323197,0.285908458322,123.032929593,6.68470547306,79.0070606767,0.0273349189041,-171.69208162,49.9733221247,0.0081293501285,
 ,0.66,1.03028169275,-12.039119808,0.102689894457,-3.46333142898,0.0278577378555,-2.62176632052,0.0297903000549,166.453571781,2.08861114459,-42.016192216,0.726549330294,-179.819641327,0.518746240506,-176.620333836,0.545273272636,-23.4691568513,1.45049715305,164.646405605,0.0531197378399,145.378044067,0.0761221934259,138.647427308,0.273388134024,121.853227409,6.66639914057,78.1954698155,0.0263055538009,-170.321180955,49.9725787064,0.00664514299319,
 ,0.68,1.03020533214,-11.8358504986,0.105634451483,-3.83479841335,0.0277972974687,-2.25704067473,0.0304563052567,166.389861784,2.08480036383,-41.7906501431,0.732210961806,-179.573735447,0.521235974294,-176.396830949,0.550049915,-23.3257747536,1.45917642267,164.89567931,0.0535822737637,145.889844421,0.0752469536921,138.618137051,0.26123699845,120.580028456,6.65070166107,77.4275764517,0.02531033759,-168.873654872,49.9720483347,0.00502194120606,
 ,0.7,1.03013235058,-11.6311772642,0.108690999678,-4.20200436194,0.027897135686,-2.02210294674,0.0308345297347,166.381293832,2.08456014392,-41.5196705378,0.735687886236,-179.347283972,0.522825125131,-176.183420211,0.554468692807,-23.1756153307,1.46620073387,165.134813249,0.0538736782285,146.282360261,0.0743735708256,138.588053451,0.249617525584,119.224812095,6.63758303048,76.7187446999,0.024364324128,-167.367396853,49.9717421116,0.00329371324795,
 ,0.72,1.03006429936,-11.4267835593,0.11181450145,-4.5578748833,0.0281519632765,-1.9161332414,0.0309408321047,166.420094749,2.08719520021,-41.215868168,0.736975070009,-179.142374371,0.523515848436,-175.981766729,0.558440885153,-23.0192990748,1.47141625761,165.361442764,0.0539922022303,146.556262052,0.0735104894894,138.557903728,0.238682183741,117.805993674,6.62691686566,76.0838683815,0.0234818680653,-165.827526768,49.9716662765,0.00149751519907,
 ,0.74,1.03000262227,-11.2243435682,0.114953645868,-4.89587274038,0.0285523738895,-1.93084349854,0.0307981661592,166.500670545,2.09211256724,-40.890672948,0.736111356765,-178.960392235,0.523317070198,-175.793360824,0.56188091555,-22.8574619971,1.47469716208,165.573340488,0.053939304064,146.712292886,0.0726661133155,138.528532912,0.228568101395,116.349922251,6.61850068514,75.5369407289,0.022676160629,-164.286952838,49.9718220393,-0.000327685946693,
 ,0.76,1.02994861115,-11.0254857957,0.118052317822,-5.21019449092,0.0290849921534,-2.05180253434,0.0304354783565,166.619065124,2.09884836409,-40.5537047911,0.733177523847,-178.802017767,0.522245042702,-175.619477604,0.564708262002,-22.6907383489,1.475950069,165.768466459,0.0537196079779,146.751362075,0.0718486339045,138.500888965,0.219392407932,114.891327176,6.6120825481,75.0906623772,0.0219588437327,-162.786235897,49.9722055665,-0.00214221021996,
 ,0.78,1.02990336934,-10.8317581214,0.12105139507,-5.49587842626,0.0297327262413,-2.26034741539,0.0298860004659,166.772583267,2.10708077643,-40.2124468698,0.728293256138,-178.667248547,0.520324033857,-175.461137642,0.566849271913,-22.5197450309,1.47511818425,165.945019534,0.0533408040492,146.674660412,0.071065867351,138.47600143,0.211248804652,113.472895314,6.60739158774,74.7561022405,0.0213397578892,-161.372489748,49.9728081118,-0.00390683221847,
 ,0.8,1.02986778445,-10.6445952281,0.123890789834,-5.7488352025,0.0304751568704,-2.53568055384,0.0291850675318,166.959520244,2.11662911458,-39.8721851247,0.72161315565,-178.555446283,0.517587056069,-175.319071295,0.568238836088,-22.3450680614,1.47218498207,166.101489177,0.0528134871801,146.48379808,0.0703251024471,138.454954016,0.204205906494,112.143720878,6.60416959395,74.5424190593,0.0208268717085,-160.097155363,49.9736162804,-0.00558387283138,
 ,0.82,1.02984251068,-10.4652891823,0.126511634916,-5.96581912135,0.0312890881384,-2.85679277015,0.0283676569673,167.178976216,2.12744018224,-39.5361622749,0.713321927016,-178.465404483,0.514076526055,-175.193689473,0.568821882262,-22.1672513055,1.46717730979,166.236706584,0.0521509330589,146.180967205,0.0696329640094,138.438852081,0.198307733016,110.956534361,6.60220071791,74.4566450765,0.0204264170171,-159.012675678,49.9746124092,-0.00713817820418,
 ,0.84,1.02982796068,-10.2949637973,0.128858504776,-6.14436021348,0.0321492695428,-3.20397371494,0.0274658884284,167.430758641,2.13956441687,-39.2058869991,0.703628898589,-178.395433389,0.509844741983,-175.085063679,0.568554655515,-21.9867875323,1.46016777186,166.349893941,0.05136880971,145.769130761,0.0689952940185,138.42878638,0.193576397814,109.963865964,6.60133657302,74.5035285706,0.0201432145335,-158.168335627,49.9757750433,-0.00853795890469,
 ,0.86,1.02982430608,-10.1345532519,0.130881560062,-6.28267621827,0.0330292784257,-3.55981533573,0.0265067404397,167.715393141,2.15312516825,-38.8815381789,0.692762055995,-178.34345797,0.504954069352,-174.992917856,0.56740576007,-21.8041117613,1.45127624683,166.440710471,0.0504848249488,145.252237858,0.0684170524878,138.425794939,0.190016596098,109.213566205,6.60151444589,74.6854295128,0.0199811281847,-157.605753469,49.97707949,-0.00975547267651,
 ,0.88,1.02983148542,-9.9847852897,0.13253850926,-6.37958058363,0.033902532981,-3.90973442915,0.0255102259922,168.034273354,2.16828495506,-38.5624066706,0.680961778465,-178.307124377,0.499476741841,-174.916634061,0.565356944089,-21.619596795,1.44067039349,166.509293759,0.0495183126425,144.635461998,0.0679022392513,138.430825166,0.187621040123,108.744303325,6.60276694867,75.0022625413,0.019943545181,-157.354647815,49.9784984265,-0.0107675442548,
 ,0.9,1.02984921824,-9.84616918017,0.13379629284,-6.43439891116,0.0347433908717,-4.24211381353,0.0244882265402,168.389983905,2.18521254735,-38.2473218873,0.668474476721,-178.283909961,0.493494207053,-174.855273063,0.562403615848,-21.433550805,1.42856501125,166.556294635,0.0484897640526,143.925453573,0.0674538372063,138.444698518,0.186375696886,108.581715961,6.60522217772,75.4514833705,0.0200337589327,-157.429522225,49.9800025434,-0.0115559247309,
 ,0.92,1.02987702359,-9.71898849772,0.134632412222,-6.44690267582,0.0355282783913,-4.54818818789,0.0234441165611,168.786831856,2.20405429955,-37.935018077,0.655546332979,-178.27123179,0.487095977876,-174.807609871,0.558555085951,-21.2462168312,1.4152201385,166.582903592,0.0474203145434,143.130590671,0.0670737769957,138.468079974,0.186263666025,108.735807425,6.60909423462,76.0281179239,0.0202551431375,-157.827806756,49.9815612045,-0.0121075003209,
 ,0.94,1.02991424168,-9.60329866667,0.1350358468,-6.41726600187,0.0362367896583,-4.82179331113,0.0223732267745,169.231629703,2.22491239191,-37.6244064451,0.64241733763,-178.2665486,0.48037798604,-174.77218286,0.553834535853,-21.0577740668,1.40093780033,166.590866345,0.0463312003123,142.261203764,0.0667629226791,138.501454302,0.187266832209,109.199964011,6.61466476392,76.7248369014,0.0206110486444,-158.529797345,49.9831431074,-0.0124143657737,
 ,0.96,1.02996005731,-9.4989291308,0.135007525472,-6.34604890132,0.0368526938947,-5.05907172082,0.0212641032319,169.734802607,2.2478316453,-37.31473419,0.629315802637,-178.267451327,0.473440472607,-174.747353813,0.548278717971,-20.8683408252,1.38605735444,166.582485711,0.0452432041597,141.329741,0.0665210776175,138.545110678,0.189364961165,109.951722754,6.622256917,77.5320811396,0.0211044199063,-159.500466741,49.9847169309,-0.0124737808919,
 ,0.98,1.030013524,-9.40548993629,0.134560343043,-6.2342085682,0.0373647909206,-5.25819754075,0.020100433012,170.31196629,2.27279548279,-37.0056285827,0.616453509047,-178.271737819,0.466385487779,-174.73137497,0.541937397044,-20.6779791088,1.37094943,166.560606568,0.0441761131412,140.350833679,0.0663470095759,138.599136561,0.192532527874,110.955150935,6.63220381348,78.4382440987,0.0217371965996,-160.692915042,49.9862519584,-0.0122880298199,
 ,1.0,1.03007358796,-9.32238246263,0.133718734904,-6.08313881746,0.0377675603874,-5.41915446231,0.0188634365978,170.986274974,2.29973054484,-36.6970407196,0.604021616041,-178.277468126,0.459314106436,-174.722458207,0.534872546235,-20.4867007298,1.35600850798,166.528580381,0.0431482135289,139.341218479,0.066238493911,138.663421046,0.196734091366,112.164462698,6.64481408635,79.4299165163,0.0225096175317,-162.052934565,49.9877186688,-0.011864202082,
