Configuration Fields,Frequency(50/60),Data Rate,Number of Phasor(integer),Number of Analog(integer),Number of Digital(zero),Data Format (integer: 0-15),Phasor-1 Name(upto 16-char),Phasor-1 Type(v/c),Phasor-1 PHNMR(scaling),Phasor-2 Name(upto 16-char),Phasor-2 Type(v/c),Phasor-2 PHNMR(scaling),Phasor-3 Name(upto 16-char),Phasor-3 Type(v/c),Phasor-3 PHNMR(scaling),Phasor-4 Name(upto 16-char),Phasor-4 Type(v/c),Phasor-4 PHNMR(scaling),Phasor-5 Name(upto 16-char),Phasor-5 Type(v/c),Phasor-5 PHNMR(scaling),Phasor-6 Name(upto 16-char),Phasor-6 Type(v/c),Phasor-6 PHNMR(scaling),Phasor-7 Name(upto 16-char),Phasor-7 Type(v/c),Phasor-7 PHNMR(scaling),Phasor-8 Name(upto 16-char),Phasor-8 Type(v/c),Phasor-8 PHNMR(scaling),Phasor-9 Name(upto 16-char),Phasor-9 Type(v/c),Phasor-9 PHNMR(scaling),Phasor-10 Name(upto 16-char),Phasor-10 Type(v/c),Phasor-10 PHNMR(scaling),
Configuration Field Inputs,50,50,10,0,0,15,V1,v,10000,I2,c,100,I3,c,100,I4,c,100,I5,c,100,I6,c,100,I7,c,100,I8,c,100,I9,c,100,I10,c,100,
Measurements Fields,Time Stamp,Phasor-1 Magnitude,Phasor-1 Angle,Phasor-2 Magnitude,Phasor-2 Angle,Phasor-3 Magnitude,Phasor-3 Angle,Phasor-4 Magnitude,Phasor-4 Angle,Phasor-5 Magnitude,Phasor-5 Angle,Phasor-6 Magnitude,Phasor-6 Angle,Phasor-7 Magnitude,Phasor-7 Angle,Phasor-8 Magnitude,Phasor-8 Angle,Phasor-9 Magnitude,Phasor-9 Angle,Phasor-10 Magnitude,Phasor-10 Angle,Frequency,ROCOF,
 ,0.28,1.02499280991,-40.3982248192,6.72400555487,-58.1752502419,2.75282317624,-47.2680988239,1.19429552544,141.799533191,0.085247857943,154.220242126,0.247632968442,146.127976142,0.543124259732,157.741751056,27.8293604734,-64.1200814717,0.0699634035319,-58.4660754118,0.0633537837703,122.926064065,49.9992659993,0.00157812144809,
 ,0.3,1.02499159709,-40.3899333172,6.72107022827,-58.1655396984,2.72528982685,-47.4323113459,1.21157448609,142.037826977,0.0861975032466,154.457080074,0.255938155421,146.31211974,0.554753280417,157.830257985,27.8220537483,-64.1119498428,0.0699967842661,-58.4637296422,0.0633349323081,122.930753751,49.998983948,0.00202663319942,
 ,0.32,1.02499028283,-40.3788507159,6.71725220575,-58.1522062779,2.69436885182,-47.6166278059,1.23132564556,142.306977903,0.0871819980476,154.704611985,0.26523936041,146.50455486,0.567866606665,157.926545218,27.8135598558,-64.1007912291,0.0700389770226,-58.4601008272,0.0633092480526,122.936962036,49.99863095,0.00255259531732,
 ,0.34,1.0249888663,-40.3643591552,6.71249048502,-58.1345491335,2.66020954875,-47.8220983343,1.25345079202,142.605643816,0.0881950647551,154.961993696,0.275492497364,146.706323381,0.58240736218,158.031930714,27.8038753412,-64.0859738406,0.0700912062302,-58.454780708,0.0632752045454,122.945026405,49.9981970961,0.0031568838651,
 ,0.36,1.02498734851,-40.3457711079,6.70674502944,-58.1118161789,2.62306621787,-48.0494341505,1.27777745478,142.931744124,0.0892292902733,155.228210445,0.286623533847,146.9184626,0.598274788951,158.14771506,27.7930292706,-64.0668033679,0.0701546929479,-58.4472914822,0.0632311262246,122.955326528,49.9976726491,0.00383883366544,
 ,0.38,1.02498573278,-40.3223338137,6.70000201183,-58.0832150147,2.58329190714,-48.2988900709,1.30406409229,143.282571036,0.0902763697995,155.502119692,0.298530492311,147.141840631,0.615326682639,158.27506245,27.7810847349,-64.042528253,0.0702306274718,-58.4370859603,0.0631752103872,122.968283586,49.9970483396,0.00459572540933,
 ,0.4,1.02498402508,-40.2932357818,6.69227890813,-58.0479258421,2.54132916725,-48.5701248301,1.33200735144,143.654911286,0.09132735909,155.782494006,0.311086243941,147.377013538,0.633382941858,158.414894945,27.7681397036,-64.0123468695,0.0703201421488,-58.4235498826,0.0631055550703,122.98435852,49.9963156556,0.00542263152524,
 ,0.42,1.02498223443,-40.2576152296,6.68362914214,-58.005115869,2.49769817404,-48.8620454071,1.3612510555,144.045170821,0.0923729206231,156.068061224,0.324141973507,147.624123086,0.6522301068,158.567814061,27.7543271454,-63.9754165099,0.0704242862936,-58.4060065674,0.063020192077,123.004049182,49.9954671181,0.00631243426045,
 ,0.44,1.02498037303,-40.2145702758,6.67414598062,-57.9539546592,2.45298268237,-49.1726449444,1.39139651943,144.449496611,0.0934035511894,156.357539666,0.337531172395,147.882843688,0.671626721206,158.734057752,27.7398143499,-63.9308640382,0.0705440050476,-58.3837240024,0.0629171242,123.027886384,49.9944965348,0.00725594304227,
 ,0.46,1.02497845629,-40.1631706659,6.66396539409,-57.8936298595,2.40781437402,-49.4988472769,1.42201375319,144.863891433,0.0944097812294,156.649666752,0.35107400167,148.152377887,0.691309321577,158.913494653,27.724801407,-63.8777980131,0.0706801238281,-58.3559244109,0.0627943655639,123.056428883,49.9933992264,0.00824207963439,
 ,0.48,1.0249765025,-40.1024707726,6.653267632,-57.8233627496,2.3628562437,-49.8363742787,1.45265309876,145.284318948,0.0953823394858,156.94322,0.364581859143,148.431493232,0.710998838083,159.105652207,27.7095188288,-63.8153220368,0.0708333397079,-58.3217962375,0.0626499839159,123.090257351,49.9921722198,0.00925811417572,
 ,0.5,1.02497453233,-40.0315235881,6.64227731,-57.7424230957,2.31878572206,-50.1796547599,1.48285685515,145.706797493,0.0963122799837,157.237030092,0.377861984776,148.718590035,0.730407183478,159.309771814,27.6942243252,-63.7425490381,0.0710042206386,-58.2805083967,0.0624821436481,123.129967422,49.9908144039,0.01028993993,
 ,0.52,1.02497256801,-39.9493954108,6.63126186876,-57.6501428556,2.27627825351,-50.5217949164,1.51217047711,146.127481747,0.0971910717401,157.529986388,0.390721947632,149.011788714,0.749243809893,159.524882423,27.6791987752,-63.658616155,0.0711932129238,-58.2312265233,0.0622891483334,123.176161924,49.9893266464,0.0113223759431,
 ,0.54,1.02497063229,-39.8551809221,6.6205283353,-57.5459283626,2.23599202014,-50.8546296381,1.54015298393,146.542731902,0.0980106546766,157.821035934,0.402973874069,149.309026363,0.767222028476,159.749883863,27.6647414617,-63.5626998568,0.071400656778,-58.173130857,0.0620694816008,123.229442444,49.9877118681,0.0123394872459,
 ,0.56,1.02496874727,-39.7480183489,6.61041839443,-57.4292707151,2.19855442465,-51.1688706532,1.56638628099,146.94917027,0.098763467777,158.10917753,0.414438299937,149.608154066,0.784064912178,159.983632147,27.6511646617,-63.4540309313,0.0716268092118,-58.1054352914,0.061821845257,123.290400375,49.9859750759,0.0133249126798,
 ,0.58,1.02496693318,-39.6271044222,6.60130185616,-57.2997541964,2.1645508129,-51.4543610488,1.59048317292,147.343725441,0.0994424574109,158.393452841,0.424947556985,149.907028639,0.799510635265,160.225020526,27.6387877033,-63.3319089675,0.0718718729077,-58.0274070252,0.0615451936782,123.359607624,49.9841233552,0.0142621911643,
 ,0.6,1.02496520714,-39.491708851,6.59356868018,-57.1570626471,2.13451573449,-51.7004361589,1.61209392771,147.723664336,0.100041074843,158.672936705,0.434348633627,150.203594524,0.813317141634,160.473051846,27.6279306196,-63.1957159857,0.0721360292211,-57.9383861777,0.0612387636374,123.437607175,49.9821658221,0.0151350783158,
 ,0.62,1.02496358206,-39.341188059,6.58761978658,-57.0009838019,2.10892682014,-51.8963787856,1.63091133112,148.086612649,0.100553272204,158.946728801,0.442505480194,150.495953383,0.825266074441,160.726899459,27.6189075397,-63.0449288994,0.0724194730052,-57.8378046795,0.0609020988941,123.524903671,49.9801135398,0.015927846704,
 ,0.64,1.02496206574,-39.1749979501,6.58385694057,-56.8314116699,2.0882011198,-52.0319435913,1.64667424437,148.430564428,0.100973505617,159.213948651,0.449300756902,150.782420305,0.835165938997,160.985955427,27.612019969,-62.8791305435,0.0727224466415,-57.7252037222,0.0605350690423,123.621954237,49.9779794006,0.0166255645466,
 ,0.66,1.02496066015,-38.9927054976,6.5826720437,-56.6483470957,2.07269352365,-52.0979132623,1.65916974307,148.753881728,0.101296752851,159.473735578,0.45463704733,151.061566669,0.842854506692,161.249865966,27.6075501178,-62.6980190536,0.0730452704911,-57.6002490579,0.0601378822882,123.729159699,49.9757779778,0.0172143491702,
 ,0.68,1.02495936112,-38.7939989778,6.58443619464,-56.4518966699,2.06269671369,-52.0866399834,1.66823396836,149.055285524,0.101518550881,159.725254715,0.458437579878,151.332250468,0.848200497743,161.518554962,27.6057544379,-62.5014154401,0.0733883669767,-57.4627434834,0.0597110920002,123.846856399,49.9735253514,0.0176815929626,
 ,0.7,1.02495815826,-38.5786966958,6.58948889666,-56.2422701763,2.05844199523,-51.9925219544,1.67375186059,149.333839259,0.101635056307,159.967709603,0.460646513946,151.593635446,0.851104603704,161.792237036,27.6068575301,-62.2892692563,0.0737522756748,-57.3126359204,0.0592555970348,123.975308748,49.97123891,0.0180161607084,
 ,0.72,1.0249570352,-38.346754077,6.59812778649,-56.0197767701,2.06010035653,-51.8123674796,1.67565597161,149.588926579,0.101643128844,160.200361213,0.461228856115,151.845200752,0.85149992607,162.071421981,27.6110465789,-62.0616623142,0.0741376571334,-57.1500266176,0.0587726359929,124.11470269,49.9689371337,0.0182085580823,
 ,0.74,1.02495597018,-38.0982690238,6.6105992415,-55.7848200764,2.06778320236,-51.5456087784,1.67392456405,149.820224937,0.101540435357,160.422552599,0.460170074718,152.086742993,0.849351915258,162.356912558,27.6184664629,-61.8188104475,0.0745452836249,-56.9751681483,0.0582637756979,124.265140189,49.9666393614,0.0182510716514,
 ,0.76,1.02495493685,-37.8334854603,6.62709018873,-55.5378923941,2.08154238894,-51.1943430392,1.66857920518,150.027676798,0.101325569266,160.633737726,0.457475479522,152.318372575,0.844657895298,162.649797621,27.6292156741,-61.561063363,0.0749760156676,-56.7884620461,0.0577308943054,124.426634877,49.9643655455,0.0181378810386,
 ,0.78,1.02495390531,-37.5527950131,6.64772139372,-55.2795681865,2.10136941837,-50.7631971268,1.65968205191,150.211460184,0.100998177932,160.833512484,0.45316942769,152.540506179,0.837446254829,162.951442314,27.6433431642,-61.2889026576,0.0754307638823,-56.5904511161,0.0571761595553,124.599108931,49.9621359977,0.0178651439709,
 ,0.8,1.02495284331,-37.2567367991,6.67254245033,-55.0104970332,2.12719388858,-50.2590318064,1.64733300192,150.371960205,0.100559088891,161.021645453,0.447294408706,152.753856949,0.827775375797,163.263476727,27.660846208,-61.0029380985,0.0759104365443,-56.3818076552,0.056602002764,124.78239128,49.9599711291,0.0174310548624,
 ,0.82,1.02495171755,-36.9459953127,6.70152862824,-54.7313962202,2.15888149648,-49.6905182474,1.63166685847,150.509743094,0.100010424725,161.198105746,0.439910050606,152.959423712,0.815732358919,163.58778394,27.6816693486,-60.703902292,0.0764158740141,-56.1633180088,0.056011089218,124.976217168,49.9578911878,0.0168358774199,
 ,0.84,1.02495049502,-36.62139643,6.73457966501,-54.4430431413,2.1962320253,-49.0676313115,1.61285062184,150.62553403,0.0993556960366,161.363085193,0.431092078529,153.158480147,0.801431590749,163.926487719,27.705704458,-60.3926438739,0.076947772038,-55.93586407,0.0554062856783,125.180229119,49.9559159974,0.0160819515957,
 ,0.86,1.02494914438,-36.2839015702,6.77152051817,-54.1462676771,2.23897779713,-48.4011091496,1.59108098347,150.720199795,0.0985998623894,161.517012292,0.420931245045,153.352564338,0.785013182187,164.281939388,27.7327919123,-60.0701193687,0.0775065966532,-55.70040247,0.0547906257335,125.393979289,49.9540646993,0.0151736750823,
 ,0.88,1.02494763725,-35.9346000741,6.812104022,-53.8419447049,2.28678304166,-47.7019267009,1.56658205932,150.794736983,0.0977493522503,161.660555774,0.409532240495,153.543468633,0.766641293224,164.656702492,27.7627228485,-59.7373838674,0.0780924940836,-55.457942313,0.0541672737479,125.616933189,49.9523555019,0.0141174594906,
 ,0.9,1.02494594943,-35.5746998868,6.85601532731,-53.5309868677,2.33924454129,-46.9808228888,1.53960335966,150.850266156,0.0968120348362,161.794616214,0.397012581201,153.733229083,0.7465023444,165.053532807,27.7952424376,-59.395580678,0.0787051995208,-55.209522362,0.0535394881421,125.848474726,49.9508054405,0.0129216613832,
 ,0.92,1.02494406198,-35.2055166516,6.90287794293,-53.2143376956,2.39589378831,-46.2479096806,1.51041795456,150.888031961,0.0957971392436,161.920304963,0.383501464237,153.924113004,0.724803102409,165.475349996,27.8300540784,-59.0459301014,0.0793439490307,-54.9561885762,0.0529105847128,126.08791249,49.9494301504,0.0115964884421,
 ,0.94,1.02494196218,-34.8284613421,6.95226114743,-52.8929651267,2.45620075917,-45.5123781303,1.47932076016,150.909408885,0.0947151191996,162.038910537,0.369138569915,154.118602388,0.701768616011,165.925195851,27.8668243946,-58.6897174842,0.0800073989831,-54.6989728444,0.0522839006514,126.334487175,49.9482436559,0.0101538812286,
 ,0.96,1.02493964426,-34.445026585,7.00368850026,-52.5678554276,2.5195792951,-44.782304311,1.44662684159,150.915911955,0.0935774650572,162.151853608,0.354072787553,154.319369867,0.677639969735,166.406172496,27.9051888946,-58.3282806973,0.0806935573543,-54.438873651,0.0516627598578,126.587380027,49.9472581795,0.00860737121299,
 ,0.98,1.02493710998,-34.0567718414,7.05664715579,-52.2400074587,2.58539399004,-44.0645482449,1.41266960678,150.909211392,0.0923964680566,162.260632672,0.338460837002,154.529242849,0.652671817214,166.92135241,27.9447581428,-57.9629971867,0.0813997309937,-54.1768392631,0.0510504400663,126.845722162,49.9464839726,0.00697191601159,
 ,1.0,1.02493436896,-33.6653076358,7.11059767075,-51.9104271922,2.65296842853,-43.3647323717,1.37779875262,150.891149905,0.091184945156,162.366763242,0.322465757943,154.751150113,0.627129654375,167.473650718,27.9851242835,-57.595270742,0.0821224924929,-53.9137538608,0.0504501422111,127.108604589,49.9459291711,0.00526371304861,
 ,1.02,1.02493143881,-33.272279037,7.16498399709,-51.5801223521,2.72159458389,-42.6872827697,1.34237782305,150.863761043,0.0899559356387,162.471714074,0.306255241497,154.988043766,0.601286795506,168.06564933,28.0258677567,-57.2265181272,0.0828576696419,-53.6504268489,0.0498649623615,127.37508877,49.9455996785,0.0034999931638,
 ,1.04,1.02492834497,-32.8793486119,7.21924336699,-51.2500970375,2.79054317295,-42.0355157551,1.30678124844,150.829286677,0.0887223829738,162.576844227,0.289999784134,155.24278807,0.575421023234,168.699362681,28.0665640498,-56.8581557186,0.0836003596547,-53.3875854206,0.049297866455,127.644217505,49.9454990782,0.00169879601146,
 ,1.06,1.02492512035,-32.4881790841,7.27281580333,-50.9213461877,2.85907476068,-41.4117538444,1.27139075664,150.790191259,0.087496816824,162.683344819,0.273870651999,155.518005562,0.549810897114,169.375936955,28.1067903417,-56.4915862961,0.0843449694051,-53.1258702888,0.0487516679601,127.915025963,49.9456285768,-0.000121270549821,
 ,1.08,1.0249218047,-32.1004159388,7.32515302678,-50.5948497784,2.92645140766,-40.8174575448,1.23659107941,150.749169991,0.0862910504853,162.79218906,0.258037654423,155.81587078,0.52473172546,170.095279882,28.1461319067,-56.1281861361,0.08508528189,-52.8658343814,0.0482290085004,128.186552629,49.9459869807,-0.00194128450459,
 ,1.1,1.02491844372,-31.7176702249,7.37572657576,-50.2715666727,2.99194865364,-40.2533623386,1.2027649201,150.709147359,0.0851159083388,162.904093555,0.242666737957,156.137843736,0.500451231965,170.855627878,28.1841881668,-55.7692925527,0.0858145480697,-52.6079442051,0.0477323413929,128.457849976,49.9465707063,-0.00374227419862,
 ,1.12,1.02491508797,-31.3415018049,7.42403500682,-49.952428111,3.05486762741,-39.7196130529,1.17028719891,150.673261806,0.0839809961177,163.019493085,0.227917426603,156.484340811,0.477224982969,171.65307279,28.2205783012,-55.4161920351,0.0865256021762,-52.3525835344,0.0472639179768,128.727994662,49.9473738251,-0.00550548996676,
 ,1.14,1.02491179151,-30.9734033051,7.46961009639,-49.6383308841,3.11454706789,-39.2158902456,1.13951864682,150.644831725,0.082894524073,163.138530088,0.213940149363,156.854352042,0.45529168264,172.481092172,28.2549463426,-55.0701091248,0.0872109975746,-52.1000590544,0.0468257765548,128.996097062,49.9483881429,-0.00721267913204,
 ,1.16,1.02490861048,-30.6147850149,7.51202201771,-49.330130303,3.17037503472,-38.7415251716,1.11079887558,150.62729787,0.0818631896804,163.261059021,0.200873512645,157.245033089,0.434868489582,173.330153505,28.2869657154,-54.7321961704,0.087863159364,-51.8506075894,0.046419733732,129.261309965,49.9496033146,-0.00884636030015,
 ,1.18,1.02490560145,-30.2669609716,7.55088351612,-49.02863314,3.2218000801,-38.2956012986,1.08443910426,150.624137896,0.080892122656,163.386664777,0.188841591381,157.651328482,0.416146553695,174.187489184,28.3163431899,-54.4035240913,0.0884745491449,-51.6044045705,0.0460473779157,129.522836295,49.9510069917,-0.0103900926019,
 ,1.2,1.02490281979,-29.9311364589,7.58585314915,-48.7345907718,3.26834164909,-37.8770412935,1.06071477004,150.638750643,0.0799848910618,163.514693388,0.177951327736,158.065717307,0.399287006057,175.037156438,28.3428222484,-54.08507427,0.0890378368026,-51.3615734184,0.0457100647403,129.779935729,49.9525850019,-0.0118287353487,
 ,1.22,1.02490031805,-29.6083971264,7.61663769159,-48.4486927965,3.30959947496,-37.4846789902,1.03985828689,150.674311057,0.0791435635066,163.64429251,0.168290137198,158.478203935,0.384417642337,175.86049202,28.3661858733,-53.7777316815,0.0895460737811,-51.1221955531,0.0454089141995,130.031930138,49.9543215592,-0.0131486934754,
 ,1.24,1.02489814437,-29.2996999192,7.64299383038,-48.1715614194,3.34526174011,-37.1173161998,1.0220522399,150.733601224,0.0783688191791,163.77445863,0.159923824893,158.876686513,0.371630506257,176.637032813,28.3862587814,-53.482279354,0.0899928621675,-50.8863207727,0.0451448092984,130.278207773,49.9561995012,-0.0143381441562,
 ,1.26,1.02489634118,-29.0058659773,7.66472928586,-47.9037469074,3.37511178273,-36.7737644414,1.00742331089,150.818828365,0.0776600949185,163.90408765,0.152894905838,159.247800538,0.360980494864,177.345894824,28.4029091343,-53.1993942419,0.0903725139777,-50.6539777693,0.0449183960853,130.518226194,49.9582005498,-0.0153872400892,
 ,1.28,1.02489494404,-28.7275756406,7.68170349661,-47.6457243973,3.39903314561,-36.4528718655,0.996037224456,150.931445602,0.0770157569144,164.032025429,0.147221399134,159.578235768,0.352484979361,177.967493336,28.4160497578,-52.9296445805,0.090680195327,-50.4251845772,0.0447300849782,130.751513928,49.9603055936,-0.0162882851399,
 ,1.3,1.0248939808,-28.4653656594,7.69382799402,-47.3978923061,3.41701278576,-36.1535358816,0.987894981183,151.07199456,0.0764332840002,164.157115041,0.142896131126,159.856369201,0.346124293544,178.485373989,28.4256388997,-52.6734887752,0.0909120506682,-50.1999587673,0.0445800533572,130.977670906,49.9624949852,-0.0170358783096,
 ,1.32,1.02489347112,-28.2196286751,7.70106657102,-47.1605725411,3.42914229389,-35.8747023657,0.982930609105,151.239989017,0.0759094498832,164.278237942,0.139886546656,160.073894106,0.34184283366,178.887848778,28.4316805465,-52.4312758717,0.0910653029643,-49.9783272191,0.0444682494572,131.196367713,49.9647488507,-0.017627022331,
 ,1.34,1.02489342634,-27.9906150005,7.70343531943,-46.9340126373,3.43561700975,-35.615352819,0.981010616856,151.433855323,0.0754404929565,164.394346767,0.13813500595,160.227037253,0.339550485236,179.169129679,28.4342243121,-52.2032476396,0.0911383265017,-49.7603353196,0.0443943976473,131.407343731,49.9670474053,-0.018061193603,
 ,1.36,1.02489384961,-27.7784366865,7.70100257425,-46.7183898724,3.43673296555,-35.3744814916,0.981935274214,151.650938455,0.0750222644346,164.504488246,0.137559547929,160.317015263,0.339124164728,179.329739451,28.4333648946,-51.9895422913,0.0911306900101,-49.5460554518,0.0443580052298,131.610404255,49.9693712699,-0.0183403706517,
 ,1.38,1.02489473643,-27.583073821,7.69388876385,-46.5138173236,3.43288164258,-35.1510652354,0.985441779999,151.887573864,0.0746503482516,164.607815532,0.13805512558,160.34959042,0.340409415291,179.376133239,28.4292410881,-51.7901998413,0.0910431687911,-49.3355946498,0.0443583709277,131.805416646,49.9717017833,-0.0184690188844,
 ,1.4,1.02489607531,-27.4043829652,7.68226612504,-46.3203517417,3.42454258747,-34.9440296439,0.99120930539,152.139216692,0.0743201492422,164.703590039,0.139495347361,160.333861845,0.343222168616,179.319636192,28.4220343249,-51.6051690939,0.0908777256396,-49.1291013147,0.0443945952424,131.992305631,49.9740213036,-0.0184540300905,
 ,1.42,1.02489784865,-27.242107588,7.66635820549,-46.1380030339,3.41227399972,-34.7522157834,0.99886582561,152.400613486,0.0740269493419,164.79117372,0.141734768168,160.280642492,0.347350910975,179.174935816,28.4119667139,-51.4343162189,0.0906374614083,-48.9267708932,0.0444655928678,132.171047806,49.9763134936,-0.0183046159715,
 ,1.44,1.02490003365,-27.0958903203,7.64643904468,-45.9667450697,3.3967014702,-34.5743524065,1.00799657802,152.665998425,0.0737659346532,164.870013382,0.144611752905,160.200836838,0.352559526472,178.958425513,28.3992985435,-51.2774348397,0.0903265370933,-48.7288504385,0.0445701073265,132.341665445,49.9785635842,-0.0180321559514,
